node,page_rank,betweenness,closeness,indegree,outdegree
widget/windows/nsAppShell,3.022,23871.808,2.456,9,15
media/webrtc/trunk/src/video_engine/include/vie_rtp_rtcp,4.197,0.893,2.456,16,2
unknwn,1.856,0.0,0.625,0,0
olectl,1.856,0.0,0.625,0,0
content/xbl/src/nsXBLPrototypeBinding,3.166,79326.61,2.456,20,73
toolkit/crashreporter/client/crashreporter,5.999,95901.857,2.456,7,5
media/webrtc/trunk/src/modules/video_processing/main/source/content_analysis_sse2,2.174,0.0,2.456,1,3
intl/lwbrk/src/nsLWIMP,1.856,0.0,2.456,0,2
mozilla/css/GroupRule,1.856,0.0,0.625,0,0
dom/workers/WorkerInlines,2.357,0.0,2.456,5,2
dbus/dbus-protocol,1.856,0.0,0.625,0,0
gfx/skia/src/views/SkTouchGesture,1.904,1.388,2.456,1,12
nsICrashReporter,1.856,0.0,0.625,0,0
nsIIdleObserver,1.856,0.0,0.625,0,0
docshell/base/nsILinkHandler,3.722,951.234,2.456,15,5
media/webrtc/signaling/src/common/NullDeleter,1.894,0.0,2.456,1,0
dom/base/nsScreen,1.942,60.232,2.456,2,31
nsIScriptChannel,1.856,0.0,0.625,0,0
gfx/angle/src/compiler/BaseTypes,6.978,0.0,2.456,7,0
accessible/src/base/nsAccDocManager,5.472,30091.533,2.456,12,38
content/media/omx/OmxDecoder,2.015,374.129,2.456,2,24
build/unix/elfhack/test-ctors,1.856,0.0,0.626,0,1
nsIDOMTreeWalker,1.856,0.0,0.625,0,0
media/webrtc/trunk/tools/gyp/test/mac/cflags/ccfile,1.856,0.0,0.625,0,0
gfx/skia/src/gpu/GrDrawState,3.332,56535.963,2.456,17,21
nsIDOMCSSImportRule,1.856,0.0,0.625,0,0
tools/trace-malloc/bloatblame,1.856,0.0,2.456,0,13
nsIEditor,1.856,0.0,0.625,0,0
usr/include/fcntl,1.856,0.0,0.625,0,0
modules/libpref/src/nsPrefsFactory,1.856,0.0,2.456,0,4
other-licenses/7zstub/src/Common/TextConfig,2.347,31.65,2.456,2,6
xpcom/reflect/xptcall/src/md/unix/xptcstubs_arm_openbsd,1.856,0.0,2.456,0,8
nsIDOMXULCommandDispatcher,1.856,0.0,0.625,0,0
intl/locale/public/nsDateTimeFormatCID,2.944,3.805,2.456,16,1
ipc/chromium/src/base/word_iterator,2.711,3474.68,2.456,2,5
security/nss/lib/softoken/lowkey,2.26,2018.695,2.456,6,15
media/libvpx/vp8/encoder/arm/boolhuff_arm,1.856,0.0,2.455,0,2
nsprpub/pr/tests/ntoh,1.856,0.0,2.456,0,6
mozilla/dom/WebGLRenderingContextBinding,1.856,0.0,0.625,0,0
modules/freetype2/src/base/ftpic,1.973,0.0,2.456,1,3
ipc/chromium/src/chrome/common/notification_source,3.43,240.417,2.456,10,2
nsPIPromptService,1.856,0.0,0.625,0,0
xpcom/glue/nsID,947.055,903810.631,2.456,1689,7
widget/gonk/libui/Keyboard,2.405,10775.263,2.456,5,13
js/src/ctypes/libffi/testsuite/libffi.call/cls_1_1byte,1.856,0.0,2.456,0,3
content/html/content/public/nsHTMLAudioElement,1.899,0.0,2.456,1,13
tools/profiler/libunwind/src/tests/Ltest-cxx-exceptions,3.01,4158.76,2.456,5,1
xpcom/glue/arm,3.228,0.0,2.456,1,2
netwerk/sctp/src/netinet/sctp_output,4.053,24783.168,2.456,13,28
usr/include/bits/socket,1.856,0.0,0.625,0,0
DictionaryHelpers,1.856,0.0,0.625,0,0
parser/html/nsHtml5StackNode,3.527,7156.977,2.456,11,23
nsIWebBrowser,1.856,0.0,0.625,0,0
toolkit/crashreporter/google-breakpad/src/processor/contained_range_map,4.507,0.0,2.456,8,0
b2g/app/nsBrowserApp,1.856,0.0,2.456,0,12
nsIMenuBuilder,1.856,0.0,0.625,0,0
media/webrtc/trunk/tools/gyp/test/mac/xcode-gcc/valid_c,1.856,0.0,0.625,0,0
nsIIDBIndex,1.856,0.0,0.625,0,0
tools/profiler/libunwind/src/tests/Gtest-nocalloc,3.433,5690.0,2.456,1,2
media/webrtc/trunk/src/modules/audio_conference_mixer/source/level_indicator,3.62,0.0,2.456,3,2
security/nss/cmd/libpkix/pkix/store/test_store,1.878,3.0,2.456,1,14
media/webrtc/trunk/src/video_engine/test/libvietest/include/tb_capture_device,3.859,30.086,2.456,11,3
mach-o/swap,1.856,0.0,0.625,0,0
dom/bluetooth/BluetoothPropertyContainer,2.192,0.0,2.456,4,10
mozilla/plugins/PPluginScriptableObjectParent,1.856,0.0,0.625,0,0
nsIBidiKeyboard,1.856,0.0,0.625,0,0
security/nss/lib/zlib/gzread,2.474,1379.018,2.456,3,12
widget/WidgetTraceEvent,1.856,0.0,0.625,0,0
media/libtremor/lib/tremor_sharedbook,1.856,0.0,2.456,0,8
content/svg/content/src/SVGPathSegListSMILType,2.248,42.442,2.456,2,8
media/webrtc/trunk/src/modules/audio_processing/aecm/aecm_core_neon_offsets,1.856,0.0,2.456,0,1
storage/src/mozStorageBindingParams,2.241,1157.251,2.456,5,30
toolkit/crashreporter/google-breakpad/src/google_breakpad/common/minidump_cpu_amd64,5.142,1.644,2.456,11,1
media/webrtc/trunk/src/system_wrappers/source/rw_lock,7.289,10765.0,2.456,16,2
media/webrtc/signaling/src/softphonewrapper/CC_SIPCCFeatureInfo,2.309,33415.081,2.456,5,13
accessible/src/windows/ia2/ia2AccessibleRelation,2.281,16.378,2.456,2,5
security/nss/lib/crmf/crmftmpl,2.5,1228.928,2.456,6,10
mozilla/dom/devicestorage/PDeviceStorageRequestChild,1.856,0.0,0.625,0,0
js/src/ion/IonFrames-inl,2.833,1646.611,2.456,9,8
content/smil/nsSMILCompositorTable,2.023,0.0,2.456,2,1
mozilla-config,1.856,0.0,0.625,0,0
security/nss/lib/certdb/genname,4.574,2676.858,2.456,23,29
content/events/src/nsContentEventHandler,2.153,3747.594,2.456,3,41
security/manager/ssl/src/nsNSSErrors,1.992,12.951,2.456,2,11
widget/os2/wdgtos2rc,2.013,0.0,2.456,2,0
nsprpub/pr/src/md/unix/uxpoll,1.856,0.0,2.456,0,17
content/canvas/public/DocumentRendererNativeIDParent,1.856,0.0,2.456,0,2
editor/libeditor/html/nsHTMLCSSUtils,2.16,13448.376,2.456,7,38
chrome/plugin/npobject_util,1.856,0.0,0.625,0,0
gfx/harfbuzz/src/hb-ot-layout,4.594,36354.855,2.456,12,20
sqlite3rtree,1.856,0.0,0.625,0,0
nsprpub/pr/src/md/beos/brng,1.856,0.0,2.456,0,4
media/libopus/silk/float/warped_autocorrelation_FLP,1.947,0.0,2.456,1,4
netwerk/protocol/about/nsAboutBloat,1.856,0.0,2.456,0,1
toolkit/crashreporter/google-breakpad/src/google_breakpad/common/minidump_exception_mac,3.996,5292.65,2.456,2,1
js/src/jsversion,48.197,0.0,2.456,40,0
gfx/skia/include/utils/SkUnitMappers,2.052,589.429,2.456,1,8
nsIBaseWindow,1.856,0.0,0.625,0,0
gfx/skia/src/utils/win/SkAutoCoInitialize,2.002,0.6,2.456,2,2
mozilla/_ipdltest/PTestRPCErrorCleanupParent,1.856,0.0,0.625,0,0
dl,1.856,0.0,0.625,0,0
nsprpub/pr/src/md/unix/symbian,1.856,0.0,2.456,0,2
nsIMutableArray,1.856,0.0,0.625,0,0
xpcom/tests/windows/TestHelloXPLoop,1.856,0.0,2.456,0,6
js/src/vm/ArgumentsObject-inl,5.177,12.914,2.456,8,9
intl/uconv/ucvko/nsUnicodeToJohab,2.102,0.034,2.456,2,8
nsICycleCollectorListener,1.856,0.0,0.625,0,0
location/location-misc,1.856,0.0,0.625,0,0
xpfe/appshell/src/nsAppShellService,2.111,1972.331,2.456,2,31
hardware_legacy/power,1.856,0.0,0.625,0,0
browser/app/nsBrowserApp,2.052,118.443,2.456,2,13
netwerk/dns/race,1.909,0.0,2.456,1,1
media/libopus/silk/main,11.033,7735.869,2.456,41,11
security/nss/lib/ssl/ssl3con,3.14,69574.434,2.456,16,68
tools/profiler/libunwind/src/src/hppa/Gstep,3.433,5694.0,2.456,1,9
nsIDOMHTMLCanvasElement,1.856,0.0,0.625,0,0
toolkit/components/places/nsPlacesTriggers,1.916,0.0,2.456,1,2
js/src/ctypes/libffi/testsuite/libffi.call/cls_20byte,1.856,0.0,2.456,0,4
xpcom/analysis/type-printer,1.856,0.0,2.456,0,1
nsIDOMCSSValueList,1.856,0.0,0.625,0,0
security/nss/lib/freebl/ecl/ecl,15.009,207396.059,2.456,28,15
media/omx-plugin/include/ics/utils/TypeHelpers,10.57,25068.865,2.456,9,1
hardware/lights,1.856,0.0,0.625,0,0
accessible/src/msaa/XULListboxAccessibleWrap,1.986,0.0,2.456,1,13
mozilla/Base64,1.856,0.0,0.625,0,0
gfx/graphite2/src/GlyphFace,2.198,7.183,2.455,2,9
usr/include/bits/fcntl,1.856,0.0,0.625,0,0
security/nss/lib/ssl/ssldef,2.363,212.312,2.456,6,11
nsprpub/pr/src/md/windows/w95dllmain,1.856,0.0,2.456,0,4
other-licenses/7zstub/src/7zip/Archive/7z/7zMethods,2.41,1229.007,2.456,5,12
nsIDOMLoadStatus,1.856,0.0,0.625,0,0
toolkit/crashreporter/google-breakpad/src/client/mac/handler/testcases/dwarftests,1.856,0.0,0.625,0,0
security/nss/lib/util/secitem,30.284,39479.797,2.456,148,12
content/base/src/nsStubImageDecoderObserver,3.83,0.0,2.456,8,2
media/libopus/silk/MacroDebug,6.493,0.0,2.456,1,0
other-licenses/7zstub/src/Common/IntToString,4.502,1.033,2.455,7,3
modules/freetype2/include/freetype/ftxf86,2.277,221.074,2.456,2,3
js/src/jsexn,10.437,382.392,2.456,11,37
mozilla/jsipc/PContextWrapperParent,1.856,0.0,0.625,0,0
media/libopus/silk/fixed/regularize_correlations_FIX,1.966,0.0,2.456,1,4
mozilla/dom/ipc/nsIRemoteBlob,1.856,0.0,0.625,0,0
tools/testy/Testy,1.856,0.0,2.456,0,10
media/webrtc/trunk/src/test/libtest/helpers/random_encryption,3.157,2.685,2.456,2,3
tools/profiler/libunwind/src/tests/mapper,1.856,0.0,2.456,0,1
media/webrtc/trunk/src/modules/remote_bitrate_estimator/include/remote_bitrate_estimator,6.578,84619.228,2.456,15,8
media/libvpx/vpx_config_x86_64-win64-vs8,1.856,0.0,0.625,0,0
usr/include/tcl,1.856,0.0,0.625,0,0
js/src/assembler/jit/ExecutableAllocatorOS2,1.856,0.0,2.455,0,2
mozilla/dom/bluetooth/PBluetoothRequestParent,1.856,0.0,0.625,0,0
usr/include/bits/sigstack,1.856,0.0,0.625,0,0
content/svg/content/src/nsSVGGradientElement,1.997,365.428,2.456,3,25
media/webrtc/trunk/tools/gyp/test/win/rc-build/hello,1.856,0.0,2.455,0,2
