node,page_rank,betweenness,closeness,indegree,outdegree
media/webrtc/trunk/webrtc/video_engine/include/vie_capture,3.971,31847.154,1.721,29,3
gfx/angle/src/libGLESv2/renderer/d3d/d3d11/shaders/compiled/clearsint11ps,1.422,0.0,1.72,1,0
media/webrtc/trunk/webrtc/modules/remote_bitrate_estimator/test/bwe_test_baselinefile,1.581,157.863,1.721,2,10
layout/mathml/nsMathMLContainerFrame,2.513,9845.293,1.721,20,53
security/nss/lib/pk11wrap/pk11skey,3.869,18624.267,1.721,40,32
testing/gtest/gmock/src/gmock_main,1.372,0.0,1.721,0,4
gfx/skia/trunk/include/core/SkPoint,47.885,50914.79,1.721,249,7
nsIDOMPaintRequest,1.372,0.0,0.483,0,0
dom/media/gmp/GMPEncryptedBufferDataImpl,2.095,96.892,1.721,4,6
build/stlport/stlport/stl/_iomanip,1.372,0.0,1.72,0,2
media/webrtc/trunk/webrtc/modules/video_render/mac/cocoa_render_view,1.372,0.0,0.483,0,0
ipc/chromium/src/base/hash_tables,2.292,4677.962,1.721,3,3
ppapi/cpp/var,1.372,0.0,0.483,0,0
media/webrtc/trunk/webrtc/common_audio/signal_processing/include/spl_inl,44.932,28.336,1.721,67,1
dom/plugins/ipc/NPEventUnix,1.372,0.0,1.721,0,3
js/src/jit/x64/Lowering-x64,1.468,0.0,1.721,1,13
binder/IPCThreadState,1.372,0.0,0.483,0,0
mozilla/dom/UIEventBinding,1.372,0.0,0.483,0,0
gfx/skia/trunk/include/gpu/gl/SkANGLEGLContext,1.761,0.0,1.72,1,0
widget/gonk/nativewindow/GonkNativeWindowClientKK,1.567,38.111,1.721,3,20
gfx/layers/RotatedBuffer,1.582,55500.377,1.721,5,29
sys/sched,1.372,0.0,0.483,0,0
gfx/ots/src/cff,2.097,891.462,1.721,3,8
uriloader/exthandler/win/nsOSHelperAppService,1.676,56778.519,1.721,4,27
atk-bridge,1.372,0.0,0.483,0,0
toolkit/crashreporter/google-breakpad/src/processor/minidump_stackwalk,1.372,0.0,1.721,0,28
media/libopus/silk/float/pitch_analysis_core_FLP,1.443,45763.898,1.721,1,15
memory/jemalloc/src/include/jemalloc/internal/jemalloc_internal_macros,1.372,0.0,0.483,0,0
uriloader/exthandler/nsLocalHandlerApp,1.958,1352.367,1.721,4,15
dom/media/TextTrack,1.372,0.0,1.721,0,13
nsIDOMGlobalPropertyInitializer,1.372,0.0,0.483,0,0
build/stlport/stlport/stl/_stlport_version,193.446,0.0,1.721,3,0
dom/quota/nsIOfflineStorage,1.52,22308.95,1.721,4,7
modules/libjar/zipwriter/ZipWriterModule,1.372,0.0,1.721,0,4
netwerk/cache/nsApplicationCacheService,1.479,10928.095,1.721,3,19
mfbt/Move,1.372,0.0,0.483,0,0
security/manager/ssl/src/nsSSLStatus,1.494,102.701,1.721,3,20
js/src/vm/BooleanObject,6.056,3.932,1.721,6,3
toolkit/components/startup/nsUserInfoUnix,1.372,0.0,1.721,0,11
media/webrtc/trunk/webrtc/video_renderer,3.072,0.0,1.721,9,0
build/stlport/src/c_locale_glibc/c_locale_glibc2,1.784,2437.988,1.721,3,5
media/webrtc/trunk/webrtc/modules/audio_coding/codecs/ilbc/gain_dequant,1.7,0.5,1.721,1,3
netwerk/protocol/rtsp/rtsp/ARTPSource,1.922,409.914,1.721,8,22
security/nss/cmd/shlibsign/mangle/mangle,1.372,0.0,1.721,0,11
nsprpub/pr/tests/layer,1.372,0.0,1.721,0,20
nsIRDFXMLSerializer,1.372,0.0,0.483,0,0
intl/icu/source/common/ucnv_u16,1.542,0.0,1.721,1,9
layout/generic/nsTextRunTransformations,1.56,16691.574,1.721,4,24
extensions/spellcheck/hunspell/src/RemoteSpellCheckEngineParent,1.599,0.0,1.721,1,6
media/webrtc/trunk/webrtc/modules/audio_coding/main/test/TestFEC,1.488,45.432,1.721,2,22
intl/icu/source/tools/tzcode/scheck,1.495,0.0,1.721,1,2
gfx/skia/trunk/src/animator/SkDrawPoint,1.619,28.136,1.721,3,11
other-licenses/7zstub/src/Windows/Control/ProgressBar,1.512,512.853,1.72,1,2
usr/include/stdint,1.372,0.0,0.483,0,0
media/webrtc/trunk/webrtc/modules/desktop_capture/differ_block_sse2,2.356,0.0,1.721,2,3
utils/ThreadDefs,1.372,0.0,0.483,0,0
media/webrtc/trunk/testing/gtest/samples/sample3-inl,1.648,11.261,1.721,2,1
Ws2ipdef,1.372,0.0,0.483,0,0
accessible/atk/nsStateMap,1.519,327.556,1.721,1,3
security/nss/lib/smime/cmsencode,1.667,6497.034,1.721,4,28
other-licenses/7zstub/src/7zip/Bundles/SFXSetup-moz/resource,1.616,0.0,1.721,3,0
X11/extensions/scrnsaver,1.372,0.0,0.483,0,0
security/nss/lib/util/secerr,28.854,289.509,1.721,191,1
intl/uconv/ucvtw/nsBIG5HKSCSToUnicode,1.537,6.954,1.721,2,9
modules/freetype2/include/config/ftmodule,1.372,0.0,0.483,0,0
nsprpub/pr/tests/io_timeout,1.372,0.0,1.721,0,19
dbghelp,1.372,0.0,0.483,0,0
dom/system/gonk/VolumeCommand,1.686,5.783,1.721,4,11
usr/include/X11/Xatom,1.372,0.0,0.483,0,0
xpcom/tests/TestDeadlockDetectorScalability,1.372,0.0,1.721,0,4
gfx/angle/src/libGLESv2/renderer/d3d/d3d11/shaders/compiled/passthroughrgba3d11ps,1.393,0.0,1.721,1,0
gfx/ycbcr/yuv_row_posix,1.372,0.0,1.72,0,3
gfx/skia/trunk/src/gpu/GrBufferAllocPool,1.871,27670.884,1.721,5,22
media/webrtc/trunk/webrtc/modules/video_coding/main/test/codec_database_test,1.587,948.434,1.721,2,21
intl/icu/source/i18n/plurrule_impl,2.114,6564.054,1.721,9,11
gfx/angle/include/GLES2/gl2,29.122,13231.023,1.721,111,3
dom/media/BufferMediaResource,1.412,357.169,1.721,1,9
media/webrtc/trunk/webrtc/modules/audio_coding/codecs/isac/fix/source/entropy_coding_neon,1.372,0.0,1.721,0,4
media/webrtc/trunk/webrtc/test/testsupport/mock/mock_frame_writer,1.425,0.5,1.721,1,1
mozilla/dom/SVGTransformableElement,1.372,0.0,0.483,0,0
gfx/harfbuzz/src/hb-set,24.516,31523.622,1.721,9,7
dom/html/HTMLShadowElement,1.372,0.0,1.721,0,18
security/nss/lib/crmf/crmfpop,1.411,3460.081,1.721,1,20
intl/lwbrk/nsLWBrkCIID,1.907,0.0,1.721,7,0
intl/uconv/ucvlatin/nsUnicodeToISO885910,1.584,6.954,1.721,2,7
gfx/skia/trunk/include/ports/SkTypeface_android,1.411,0.0,1.721,1,1
js/src/jscpucfg,45.577,0.0,1.721,9,0
dom/system/gonk/nsVolumeService,1.591,705.988,1.721,3,39
media/webrtc/trunk/webrtc/modules/audio_coding/codecs/isac/main/source/pitch_filter,2.945,2.167,1.721,3,5
mozilla/dom/NodeIteratorBinding,1.372,0.0,0.483,0,0
nsIVoicemailService,1.372,0.0,0.483,0,0
gfx/skia/trunk/include/views/SkOSWindow_SDL,1.431,0.0,1.721,1,4
media/libvpx/vp8_rtcd_x86-linux-gcc,16.266,197943.431,1.721,12,10
media/libopus/silk/tables_LTP,1.774,1.369,1.721,4,3
js/src/jsapi-tests/testJitRValueAlloc,1.372,0.0,1.721,0,5
media/libopus/silk/stereo_find_predictor,1.472,13696.1,1.721,1,8
modules/freetype2/src/base/ftgloadr,1.645,0.0,1.72,1,1
media/webrtc/trunk/webrtc/modules/video_coding/main/test/rtp_file_reader,2.252,570.976,1.721,6,6
memory/jemalloc/src/include/jemalloc/internal/ckh,1.372,0.0,0.483,0,0
js/src/vtune/jitprofiling,3.224,7738.0,1.721,2,4
dom/base/DOMStringList,1.569,1.315,1.721,3,12
media/webrtc/trunk/webrtc/common_audio/vad/vad_gmm,2.256,2.402,1.721,3,4
widget/windows/nsIMM32Handler,1.601,659.848,1.721,4,28
accessible/html/HTMLLinkAccessible,1.531,364.698,1.721,3,21
security/sandbox/chromium/base/memory/raw_scoped_refptr_mismatch_checker,1.58,13687.445,1.72,1,4
js/RootingAPI,1.372,0.0,0.483,0,0
nsIMacUtils,1.372,0.0,0.483,0,0
mozilla/dom/HTMLBodyElement,1.372,0.0,0.483,0,0
widget/nsBaseDragService,2.168,10348.063,1.721,5,33
media/libvorbis/lib/registry,2.164,1.067,1.721,9,1
security/nss/cmd/pk11gcmtest/pk11gcmtest,1.372,0.0,1.721,0,16
dom/plugins/test/testplugin/nptest_gtk2,1.372,0.0,1.721,0,6
ipc/chromium/src/base/platform_file_win,1.372,0.0,1.721,0,2
dom/events/Touch,1.437,0.0,1.721,1,19
media/omx-plugin/include/ics/pixelflinger/pixelflinger,1.525,57.263,1.721,1,4
security/nss/lib/smime/cmsdecode,1.872,49098.099,1.721,3,28
