bug_id,crashed_date
307277,20110613010700
307444,20110805094300
307826,20110613132300
307854,20120416182600
307979,20111018040300
307989,20110613003400
308086,20110613071600
308752,20110719072000
308765,20100202221900
308770,20110621075900
309120,20110619002400
309298,20101023014700
309897,20100411054600
310267,20110619002400
310426,20110613010700
310436,20110624122200
310508,20110614025400
310638,20110613010700
311161,20110613040600
311269,20110625130100
311661,20120520025600
312784,20130101070000
313086,20110617003600
313108,20100201052300
313173,20111122132900
313231,20120705073400
313928,20100703015400
314484,20110613000700
314660,20100201034100
314974,20100201064400
315254,20110614025400
315286,20110613063600
315304,20110624055100
315850,20110613143900
316159,20110613030300
317283,20100201002200
317521,20110616054000
317549,20110617122100
317554,20120416182600
317941,20100201064400
318139,20101022070100
319168,20100201064400
319683,20110613140900
320430,20120705013900
320459,20110624122200
320489,20110618184400
320593,20100713034100
320621,20110625145600
321024,20110725150300
321197,20120326194000
321224,20110613031400
321366,20110613025200
321679,20111019050000
321703,20100201123000
322185,20110627052800
322700,20100201203300
322759,20110613133300
323331,20131114151300
323740,20100201013600
324318,20111018040300
325218,20110613010700
325540,20110711010700
325730,20110625002900
326086,20100203084200
326204,20110715122300
326645,20110805013200
326998,20110621193700
327420,20100201001200
327608,20130519075400
327691,20120205084500
327695,20110613053500
327897,20110613000000
328184,20120202220300
329335,20111017122000
329399,20110613015800
329884,20110816091400
331446,20110613132300
331679,20110630170600
331883,20110619174000
332746,20111204135600
332971,20110614204000
333050,20111111055300
333389,20110613050200
333555,20110619021200
334080,20110617003600
334177,20110613074800
334263,20110629123800
334276,20110622095200
334515,20110614085800
334833,20100503015800
335024,20100205060900
335896,20110805094300
336466,20110620015300
336593,20100201001400
336971,20120307171700
336972,20120823201500
336992,20111109061300
336993,20100307061900
336999,20110807221700
337010,20110922030900
337011,20110613051800
337097,20110914065300
337099,20110616032300
337104,20110806060700
337105,20110806060700
338129,20110614085800
338288,20110618214600
338391,20110626030600
339165,20110619002400
339223,20100201184700
339315,20110619002400
339494,20110710134200
339651,20110625184200
340318,20100201212700
340733,20110731202700
341359,20111010065200
341595,20110615151000
342942,20140507090800
342952,20100201000700
343087,20120416182600
343280,20100629015800
343345,20100201113600
343510,20110907131100
343850,20110720170100
343868,20120623081100
344064,20110613010700
344274,20100201040900
344291,20110623051200
344300,20120502190800
344305,20110817185400
344557,20110615164700
344749,20110613122200
345094,20110420110000
345139,20110614020600
345529,20110614131200
345588,20110709082100
345659,20110613065700
346014,20110707193000
346090,20110613075100
346405,20110704090600
346431,20110615160100
346611,20100330201500
347053,20110613000700
347804,20110702013800
347853,20110623051200
348062,20110613165800
348126,20120306131400
348605,20110326035400
348644,20110614200000
348649,20110108215400
348887,20110707123400
348940,20100428120600
348981,20110904110100
349463,20100513004200
349482,20110623021300
349507,20110613000100
350267,20110717001200
350283,20100201012400
350370,20110613110300
350415,20110613012300
350722,20100201002700
350793,20110623095400
351116,20110614002100
351236,20110904110100
351328,20110621151600
351964,20100201041600
352041,20110802133000
352520,20110729082600
352606,20110622180800
352616,20110622160900
352871,20100203015000
353046,20100201173000
353264,20110613003200
353553,20110613003300
353555,20110613073500
353704,20110613073500
354645,20110702032400
354766,20110614143600
354912,20100201130200
354924,20110613000500
354945,20110613000300
355052,20110613225300
355104,20110614022400
355486,20110613021600
355575,20121130083900
355594,20100202072500
355834,20110613002900
356325,20110807221700
356394,20110619142300
356748,20100909150500
357917,20100201041600
358173,20110614020600
358290,20110714075600
359054,20110826201800
359371,20110720211200
359870,20130905102500
360432,20110613000900
360599,20110707123400
360943,20110614095200
361389,20110619002400
361552,20110614084800
361617,20110613000700
361835,20100201024700
362708,20111007001600
362724,20110623051200
362952,20110613085600
363272,20110614142900
363280,20110613015300
363696,20111118024400
363791,20110617153800
363813,20110614114900
364007,20101205194000
364427,20110615075100
365120,20100201062300
365322,20141004035700
366128,20110824123500
366320,20110617092200
366956,20110613132300
367089,20100201021700
367285,20100202022700
367582,20120830133600
367628,20100309185800
367630,20110613034700
367740,20110615083300
367755,20110615010500
368183,20110707193000
368670,20100201102300
368740,20110616101800
369547,20110728063900
369757,20100706204300
369823,20121003101100
370281,20120405161700
370403,20120225154400
370789,20110613053500
370791,20110715024200
371124,20110706155300
371135,20110620140400
371292,20110626211000
371563,20110807221700
372237,20110626022300
372373,20110701053200
373344,20110614101000
373533,20111006014500
373586,20140722131900
373919,20110613050300
374102,20110613031400
374468,20110615064000
374630,20100201003700
374810,20110613071400
374815,20100726090300
375196,20111101171000
375399,20110823224600
375406,20100303043200
375711,20110704072000
376193,20110110113200
376419,20130126204300
376520,20100202121300
376625,20110214092700
377783,20110614085800
377960,20110613010700
378027,20120416182600
378325,20110625114500
378682,20110622153800
379343,20110226154500
379482,20110613063800
379799,20110628025100
380359,20110617174300
381010,20110613234100
382356,20110613000300
382778,20111217123600
382941,20100203175600
383120,20140722131900
383129,20110613074500
383305,20110617020500
383977,20110613003200
384037,20110619161900
384527,20110620210500
384663,20110712054900
384871,20110620151300
384937,20110703021700
385861,20111017062600
386254,20140722131900
386811,20100616010600
386850,20120904091500
387460,20110615010500
387955,20110613000300
388058,20110613084600
388993,20110622014900
388997,20100201203300
389194,20100201000000
389326,20111129163000
389694,20110715112100
390032,20110723064900
390764,20140831202500
391132,20110614163900
391178,20110807221700
391974,20110707123400
393141,20110622185900
393770,20110619002400
393935,20110614095000
394014,20110617231000
394246,20110614204400
394275,20110613005700
394544,20100201025300
394558,20100305091800
394818,20110625184200
394970,20110713181500
394980,20110614181300
395012,20121021091200
395316,20110613010700
395318,20100201012900
395331,20110713164200
395575,20111005084900
395581,20111004230000
395784,20100204101100
396829,20110613062400
397293,20110725002600
397313,20100301220100
397744,20100510043300
398088,20110619234300
398253,20110326013000
398345,20110613111800
398733,20110615133600
398853,20100201013500
398982,20110613010700
399694,20110628025100
399951,20110620210500
400087,20100201001000
400180,20100201002600
400185,20110613132300
400244,20110624133600
400326,20100502003700
400556,20110613073400
400618,20110613015800
400780,20110626030600
400822,20100205164000
400897,20100201002200
401042,20110704075000
401240,20100202163600
401513,20100201000200
401734,20140106192500
402034,20110613031400
402175,20100201062300
403060,20110614102100
403145,20110620224800
403272,20110614100500
404209,20110614020600
404219,20110705224200
404616,20110613130100
404785,20100201002200
404787,20111114000100
405783,20110615031000
406137,20130223130800
406282,20100423054700
406380,20110620210500
406524,20111029100200
406529,20110619044200
406766,20121201110400
407062,20100202065400
407749,20110220013200
407792,20100201004600
408103,20120502170600
408518,20100201020700
408535,20100201011300
411147,20111007132700
411152,20100205103200
411249,20110616055500
411835,20110626022300
412543,20110613051500
413048,20110802082900
413079,20110625184200
413534,20110613000000
413842,20110208045100
413942,20110221053100
414451,20110615001800
415369,20100202221900
415503,20150207195600
416461,20110620025100
416734,20110630165500
417245,20111206023000
418378,20110613122800
418384,20110613001600
419132,20110613114800
419577,20100201034700
420429,20110614090600
420697,20110709131400
420915,20100731224000
421213,20111221140500
421244,20100201002600
421393,20140929161700
421833,20110614024700
421929,20101009000900
422044,20100319000300
422099,20100202181100
422118,20110613144300
422178,20110613000300
422294,20110707193000
422722,20120129214700
423157,20100319160100
423406,20110613015600
423408,20110613015600
423415,20120713093400
423418,20120713093400
423420,20120713093400
423421,20120713093400
423943,20110622120300
424770,20100807003800
425499,20110613000700
425592,20100201104300
425603,20110317163300
425635,20100201000000
425710,20110706104300
425936,20120412173200
426146,20110101014700
426162,20100201001300
426251,20110830100200
427167,20100201004700
427524,20120703000300
427715,20100201001100
427718,20100201000500
428263,20110615010500
428550,20100201080500
428726,20141101122500
428796,20101223054500
429080,20100201002700
429442,20110619004000
429620,20100226123400
429642,20110711214000
429644,20100201011700
429645,20110311213000
429648,20120320122500
429678,20110613125700
429739,20110613034500
429969,20100203151400
430593,20100201001000
430800,20110627085400
430814,20110613163200
431060,20100225000300
431082,20120129214700
431250,20100228163100
431260,20110615065300
431409,20110626211000
431546,20110222010700
431705,20110703153100
431724,20110613093800
431906,20110613020100
432114,20110613003200
432231,20100201003800
432284,20111219035200
432312,20100201002600
432467,20110613181200
433326,20100201000000
433525,20110616000500
433594,20110619220000
433758,20110703153000
433788,20121010111800
434145,20110206072800
434401,20110619012600
434403,20100201000700
434458,20110622053600
434752,20100201060900
434916,20100225082000
435128,20110824051000
435422,20110613062900
435496,20100201043900
435497,20110701134500
435756,20100201000100
435779,20110613024400
436232,20100201000300
436241,20100201010100
436444,20100201000500
436817,20101009000000
437142,20110703153100
437449,20100201000000
437452,20100201000400
439206,20100201000200
439223,20130614182700
439382,20100201040600
439817,20100622040800
440195,20120329224000
440257,20100201004300
440473,20110613004700
440569,20110712132100
440722,20100606002100
440969,20110206000000
441052,20100818083400
441133,20110615035900
441352,20100323210000
441360,20110725100900
441559,20110827165900
441714,20110613095100
442227,20110621074400
443714,20100729022600
443824,20110601013400
443965,20110116225800
444253,20100205082500
444490,20120406203600
444813,20120504023900
444930,20100201000000
445072,20141030064900
445077,20100402004100
445203,20100201070000
445204,20100324000100
445385,20100525181100
446181,20110613132300
446208,20100201003800
447826,20100225073000
447835,20110622053600
450455,20121026002300
451187,20100515001500
451198,20150715220700
451661,20100424153200
452045,20100325001900
452157,20110613065700
452318,20100201010500
452554,20100201055200
452913,20110613015900
453568,20100201212700
453772,20100520050300
453927,20111110011900
454142,20110613061300
454276,20100201012000
454388,20100715123100
454704,20110613000300
454872,20110613062900
455098,20110614232800
455146,20100201055200
455773,20100201004400
456196,20110614131800
456295,20110623051200
456705,20110616185200
456954,20100201092000
457223,20100201002100
457317,20100201033700
457337,20100201024700
457514,20110615081600
457521,20110613173400
457580,20110619171700
457898,20100201000100
457970,20100201000200
458086,20100201002000
458364,20140624124000
458645,20100201002300
458679,20110616074900
458764,20110326051900
459411,20110305110500
459433,20100313104200
459531,20110202185400
459831,20111206011700
460042,20110613065100
460511,20110616200800
460665,20110708054800
460706,20110613062300
460744,20100616000900
461027,20110613081200
461053,20110622115100
462476,20100201000200
463350,20100205152200
463560,20100304150800
463675,20100510165500
463763,20111018040300
463861,20100201033700
463970,20100201210600
464007,20100309061700
464009,20110628224100
464389,20110623142900
464589,20110613012900
465035,20100202204800
465178,20100201021900
465501,20100201061500
465526,20131208191500
465686,20110613052700
465808,20110614005000
465832,20110619194600
466024,20100201003800
466098,20100201000000
466318,20100201145200
466634,20100201005600
466659,20100201000000
466850,20100201002600
467080,20110614032700
467167,20100201000200
467169,20110823000000
467234,20100201005900
467493,20110621122400
467499,20110613000100
467857,20110616200800
467910,20100201002600
468140,20110228022700
468211,20110621230600
468563,20110626022300
468578,20100202065600
468630,20100202023200
468645,20110705224200
468659,20100201011700
469267,20100201000200
469379,20100201061800
469439,20100202191900
469786,20100201064200
470159,20100201001000
470272,20100202065600
470409,20110613021400
470419,20110619050800
470485,20100202081100
470487,20100201000400
470492,20100201012100
470500,20100202215900
470607,20110613000000
470649,20100201012900
470745,20100201072500
470758,20110613162200
470821,20100201004700
470874,20120328055600
471197,20110613224200
471290,20100201005500
471493,20100201001200
471656,20100319122400
471660,20100227024500
471687,20121103153700
471993,20140213000800
471996,20100201000700
472009,20100201000000
472212,20110613081200
472255,20100201005200
472331,20100504071300
472405,20100201022800
472450,20110613011800
472498,20101222003800
472507,20110627031400
472508,20130524090900
472533,20110613004900
472668,20110616123400
472774,20100203151400
472776,20100201000500
473040,20110616193100
473282,20110613000300
473435,20111206100100
474071,20100201001000
474077,20100201131100
474080,20100201000100
474410,20100603085100
474553,20100201062200
474756,20110726135200
475084,20110613011300
475185,20110613034500
475280,20100225123500
475313,20100616031600
475396,20110613034500
475573,20100204222300
475826,20100201004000
475916,20120109035800
476000,20100201111700
476547,20110620210500
476580,20100201040600
476653,20110613000500
477071,20110618045300
477237,20141206173100
477437,20100204131100
477808,20100203041000
478033,20110613000300
478478,20120502170600
478480,20110615082200
478511,20100609111300
478527,20110615133600
478884,20100616201800
479326,20100407210800
479353,20100204025700
479567,20110613000300
480158,20110613022900
480286,20100202153400
480330,20100305091800
480352,20100201000500
480507,20100202021700
480724,20100201005200
480822,20100201001500
480878,20100201102500
481013,20100309021200
481060,20100201123500
481078,20100202021700
481302,20100201000100
481436,20110615174500
481444,20100201005200
481775,20100201000400
481933,20100227085800
481943,20110719022400
481988,20110212164000
482128,20100202113800
482271,20100520050300
482578,20110613003600
482687,20100201005100
482783,20110613120400
482809,20100905065400
482849,20100201011900
482976,20110620154300
483083,20100201002500
483376,20100201005100
483467,20100317225900
483480,20100201000200
483482,20100201000000
483484,20100201004500
483729,20100204170100
483805,20100201000100
484042,20100201004500
484177,20110623195700
484375,20100916010200
484499,20100201023600
484543,20110626232900
484552,20100201075800
484576,20100201010500
484590,20100201005200
484706,20100201000500
484770,20100201002600
484932,20101013133400
484960,20100202194300
485003,20100201000500
485072,20100201004100
485125,20100425095300
485134,20100201000000
485293,20100228052900
485544,20100201162100
485810,20100416000700
485941,20111005000800
486104,20100201070100
486205,20100201021700
486269,20100201001000
486271,20100603004700
486805,20100201003700
486809,20100807201100
486812,20110613165700
487271,20100201000100
487317,20100201000100
487430,20100201042600
487445,20100201000700
487619,20110614084700
487856,20100201061300
488015,20100204025900
488034,20100204025900
488046,20100418100400
488272,20110822110900
488311,20100201040900
488417,20100201115200
488421,20100201000800
488501,20100204025900
488741,20100310073300
488779,20120130215700
488848,20100201101500
488850,20110614004000
489040,20110703222300
489130,20100201000800
489322,20100304061200
489509,20100201010500
489533,20100201000200
489546,20120730051900
489577,20100201000600
489647,20100201010500
489691,20100201121900
489753,20100227090500
489830,20100630131900
489970,20100227090500
490041,20110621191500
490087,20100201005700
490102,20100201163900
490164,20100201000600
490193,20100201005900
490301,20100201002200
490410,20100201010500
490480,20100201201600
490513,20100201000200
490678,20100307132600
490741,20100204025900
490848,20100201005900
490929,20110727152800
491183,20100202010700
491197,20100201001600
491514,20110613171800
491547,20100203151400
491604,20100201000200
491722,20100225010900
492029,20100201001100
492123,20100201015500
492436,20110825035300
492437,20100202012300
492479,20100201043000
492492,20100315145800
492496,20110613121100
492504,20100201015500
492675,20100201000200
492904,20110802054900
492961,20100201012300
493238,20100201011800
493243,20110613034400
493249,20100201171900
493279,20100627223000
493538,20100201005800
493879,20130721145200
493905,20100201000200
493936,20100309061700
493951,20100201000300
494107,20100201000000
494208,20100201011400
494445,20110614013800
494448,20100201000300
494714,20100225000800
495098,20130916130200
495177,20100201000100
495392,20110709161300
495474,20100201192600
495554,20100201130800
495555,20111201002500
495567,20100305091800
495635,20110207164100
495794,20100202100600
495875,20110828143400
496011,20110723231900
496184,20100201001400
496190,20100202093100
496199,20100201002500
496270,20110613013500
496581,20100309061700
496639,20100201030600
496678,20100323220600
496682,20100419091400
496867,20110613120400
496973,20100201061300
497119,20100303063800
497251,20100226210100
497300,20100225130000
497304,20100303050500
497349,20100227053000
497573,20110614011900
497875,20110715122300
497894,20100201155600
498194,20100309061700
498332,20100201000200
498492,20110616102400
498751,20100225105000
498971,20100201000300
499134,20100306120700
499169,20100201001500
499203,20110626070700
499455,20100201001100
499519,20100201131100
499570,20100201003200
499610,20100205105800
499845,20100408054000
500103,20100201000200
500105,20100201000200
500108,20100201153900
500487,20100406111000
500538,20100201000100
500675,20100201015400
500777,20100201002100
500879,20100201002900
500936,20100201001500
500939,20100201000300
501080,20100202073100
501275,20110818184300
501279,20100504064300
501304,20100201005900
501322,20100201015400
501424,20100201000700
501429,20100201000000
501446,20100201002900
501616,20100201153900
501834,20100201041600
501934,20110618131600
501960,20110615133600
502017,20110621122400
502275,20100204115800
502360,20100201002900
502432,20100201041600
502505,20100201113600
502678,20100201113600
502765,20100201032100
502796,20100201005800
502832,20110613040600
502955,20110127000700
503045,20100317103800
503144,20100203070400
503196,20100201002400
503237,20120401001000
503286,20100201005200
503310,20100201004200
503384,20100201001700
503391,20100201073100
503418,20100203030300
503638,20100201000300
503650,20100201000000
503679,20100201063200
503709,20121104213100
503750,20100201132000
503767,20100201000100
503770,20100201000800
503772,20100201000000
503776,20100201000200
503808,20100202054400
503840,20100205105800
503946,20100201000000
503947,20100201082300
504108,20100301114500
504115,20100201015100
504146,20110614055400
504180,20100201093000
504191,20100205061400
504308,20100201041900
504311,20100201002600
504392,20100201000000
504428,20100201001000
504472,20100201131100
504632,20100201002400
504634,20100305113400
504641,20100201000700
504644,20110713230600
504669,20100201001600
505016,20100201003600
505059,20100201010100
505122,20100201034100
505188,20110705122800
505350,20100302082100
505395,20100203122300
505474,20100319135000
505670,20100227071100
505742,20100201003900
505815,20100301002100
506108,20100201000400
506521,20100203103800
506567,20100201025300
506669,20100202183000
506705,20100201001200
506713,20100201051000
506742,20100202164800
506823,20100201002600
506838,20100315024800
506902,20140417085200
507015,20111005164900
507114,20100201000600
507119,20110707211200
507125,20100201000000
507295,20110710185500
507346,20100202191900
507457,20100201003800
507495,20100201000500
507566,20110613134900
507581,20100204095400
507594,20100201054500
507788,20100201010300
507864,20100201022700
507928,20100201002400
507991,20110626092700
508057,20110614074700
508121,20100201002400
508247,20100201020300
508255,20100201000000
508292,20100201000300
508480,20100201010500
508786,20100201071500
509075,20100201000800
509130,20100201000300
509132,20120309001300
509286,20100201030900
509297,20100201065600
509354,20110617074700
509365,20100227032200
509434,20100201033600
509549,20100201010500
509839,20110613074900
510562,20100201041000
510797,20100201002900
510938,20100201000600
510996,20100201000700
511135,20100203212500
511334,20100201000400
511555,20111204063000
511575,20110701134500
511756,20100201000200
511757,20100201000100
511759,20100201043900
511763,20100201001400
511831,20100201000700
511835,20100201003600
512040,20100201000200
512122,20100201000400
512171,20100201003000
512175,20100201000700
512406,20100201000400
512486,20100205110000
512554,20100201000700
512678,20100322132100
512730,20110613000000
512733,20100201005300
512739,20100201001500
513024,20100302093500
513038,20100201005200
513192,20100203051400
513224,20120309010300
513305,20100201000000
513315,20100202073800
513329,20100201000100
513332,20100201000200
513334,20100201002900
513544,20100714005600
513641,20100306040000
513745,20111003001700
513975,20100201002600
514032,20120802153600
514114,20100201011900
514300,20100312130200
514311,20100201000700
514481,20100201020000
514554,20110614101400
514589,20100201002600
514592,20100201021800
514612,20100201000100
514660,20100201002600
514734,20100201000100
514744,20100201003300
514766,20120612033200
514819,20100201000500
514898,20100201000100
514921,20100201003100
515211,20100201000700
515217,20100309061700
515243,20100201034900
515331,20111109074500
515718,20100201032700
515828,20130521130300
515829,20100205085700
515922,20100201000000
515997,20100201023600
515999,20100701195800
516047,20100626000200
516112,20100411000000
516113,20100201000000
516124,20100323220600
516169,20100201043900
516182,20100201000000
516203,20100304225800
516307,20100201032500
516316,20111219113700
516427,20100201081600
516514,20100201033500
516735,20100201004300
516743,20100202021800
516780,20100201000400
517076,20100201193600
517077,20130115075600
517233,20100201003000
517246,20130716202800
517250,20100201025500
517309,20100201004600
517599,20100201002200
517615,20100831002400
517690,20100201001300
517766,20100201073500
517768,20100201002500
517795,20110701075200
517957,20100201025600
518303,20100201043700
518587,20100304144000
518671,20100204131100
518698,20100305072800
518811,20100201001900
519066,20100201002400
519129,20100201141400
519157,20100201010000
519340,20100201000100
519341,20110613003700
519343,20100201000400
519344,20100201001900
519353,20100201115100
519355,20100201115100
519356,20100201000100
519359,20100201121100
519370,20100201000700
519451,20100201000800
519458,20100201004600
519507,20100201000400
519545,20100201000400
519616,20100201000000
519718,20100201002500
519719,20100201055300
519726,20100201000900
519729,20100201005900
519752,20100201000600
519755,20100201020500
519767,20100201002500
519771,20100201000600
519878,20100201040600
519886,20100201000100
519926,20100407155300
519962,20100302032800
520006,20120209071000
520028,20100305101700
520058,20100201000600
520113,20111007062400
520164,20100201020400
520336,20110613000300
520424,20100302065800
520503,20100201000000
520511,20100202052300
520541,20100201054600
520554,20100201000000
520569,20100201011900
520613,20100201000000
520639,20100201000100
520650,20100201000000
520871,20100201220500
521046,20100201120900
521164,20100201044400
521169,20110613000300
521187,20110613012900
521426,20100201001600
521473,20100425001900
521549,20110613011600
521558,20100405024000
521668,20100201044400
521669,20100423000700
521844,20100201014200
521849,20100201000000
522070,20100201000000
522141,20100204085500
522214,20100201005200
522226,20100201074800
522286,20100201044400
522515,20130910030900
522561,20100201214600
522575,20100201002400
522671,20100312135300
522839,20100201004500
522880,20100201000900
522931,20100201000000
522948,20100201072700
523188,20100203102000
523259,20100201000000
523260,20100201002300
523263,20100201000700
523405,20100201000700
523423,20100201000100
523494,20100201001700
523528,20100201000700
523529,20100303062200
523663,20100201000300
523703,20100201000000
523745,20100201000700
523815,20100201000300
523819,20100201000300
523862,20100201130200
524064,20100201000600
524255,20100201004100
524313,20100201031900
524462,20100201034800
524552,20100201000000
524671,20100227071800
524673,20100201000600
524704,20100201012300
524706,20100202032300
524707,20100201005700
524709,20100201001900
524710,20100201031700
524712,20100201231000
524787,20100204184800
524921,20100201000900
524944,20100201001000
524948,20100201003400
524958,20100201004900
524961,20100201011100
524971,20100201000000
525027,20100201130200
525229,20100624142100
525276,20100201013300
525277,20100201000000
525326,20100201112000
525517,20100201000100
525544,20100201062700
525566,20100201000200
525575,20100201021700
525579,20100201010200
525581,20100201020300
525618,20130224154200
525709,20100201001900
525725,20100202082000
525773,20100201034800
526097,20100409144700
526217,20110615075100
526224,20100201000600
526226,20100226155200
526298,20100201032600
526390,20100201011500
526391,20100202053900
526398,20100201003300
526452,20100201020900
526483,20100201000000
526486,20140625175900
526586,20100201024600
526592,20140528001400
526609,20100201002100
526767,20100310044000
526769,20100508012400
526774,20111201222800
526853,20100310044600
526916,20100201153700
526976,20100205150300
526992,20100312040400
527154,20100305112200
527261,20100201031700
527280,20100201000300
527287,20100201002600
527289,20100303092500
527339,20100201000000
527377,20110613181800
527422,20100202084200
527448,20100201000400
527540,20100201000100
527543,20110619200400
527555,20100201003100
527559,20100201140600
527567,20100203185700
527758,20100201024600
527772,20100303005300
527785,20100201044000
527801,20100516123400
527882,20100201035600
528085,20100205063600
528126,20110614191700
528261,20100531114800
528311,20100202084900
528345,20100528172600
528368,20100303140500
528493,20110613014700
528507,20110613000300
528644,20100204025900
528645,20100201001200
528658,20100201012800
528708,20100201000000
528798,20100201022900
528832,20100201002800
528930,20100323220600
529041,20100201000900
529087,20110615040600
529148,20100530061600
529192,20100905101100
529232,20100201004700
529233,20100204075400
529253,20130618194900
529371,20100201010300
529387,20101031142700
529397,20100201010300
529411,20110325005200
529442,20100201002700
529459,20100201011600
529471,20100228070100
529475,20100201000700
529478,20100203145200
529482,20100331191800
529485,20100203172800
529544,20100331152200
529670,20110622053600
529698,20100201032600
529733,20100201012500
529734,20100419184500
529794,20100226235800
529910,20100316013200
529993,20100303070300
529995,20100227054400
530017,20100201035600
530044,20100201000400
530070,20100201000400
530074,20100201000600
530279,20100624142100
530291,20100227160900
530322,20100202043600
530343,20100201005900
530447,20100201001900
530518,20100201001200
530524,20100201001100
530567,20100202075600
530599,20100201002800
530658,20100329233000
530666,20100302120500
530728,20100201000400
530764,20100527095000
530845,20100201001900
530866,20100625050500
530877,20100225093500
530899,20110206063700
