attach_id,LOC,avg_cyclomatic,cnt_func,maxnesting,ratio_comment,page_rank,betweenness,closeness,indegree,outdegree,crash_inducing
571782,6813.0,6.0,179.0,8.0,0.24,2.79,0.0,0.94,0.0,0.0,False
8436104,1549.0,2.0,70.0,3.0,0.51,47.92,23822418.53,1.96,136.0,64.0,False
8658668,1158.0,2.0,30.0,3.0,0.4,1.33,0.0,0.47,0.0,0.0,False
8567181,1682.5,1.0,170.5,2.5,0.12,2.88,31223.91,1.76,14.0,53.0,False
440721,241.5,0.0,0.0,0.0,0.83,2.59,0.0,0.91,0.0,0.0,False
8567187,4322.0,1.0,235.0,2.0,0.11,10.43,225198.64,1.76,51.0,65.0,False
8658670,224.0,2.0,16.0,2.0,0.32,2.48,6521.76,1.66,4.0,7.0,False
8567197,736.0,2.5,41.5,3.5,0.17,4.86,108386.36,1.76,39.5,61.0,False
571818,314.0,3.0,16.0,2.0,0.43,4.29,783.39,3.42,10.0,22.5,False
8567216,3193.5,5.0,121.0,4.5,0.2,19.54,123411.91,1.76,72.0,56.5,False
8567224,3724.0,2.0,162.0,2.5,0.4,17.77,64195.92,1.76,42.0,37.5,False
571841,363.0,4.0,15.5,3.0,0.45,3.07,242.27,3.42,2.0,23.0,False
440777,1838.0,3.0,89.0,5.0,0.22,7.13,283740.11,3.33,21.0,63.0,False
571851,0.0,0.0,0.0,0.0,0.0,2.79,0.0,0.94,0.0,0.0,False
8614989,781.0,1.5,69.5,2.0,0.24,3.3,408.44,1.69,5.5,16.5,False
8436183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
571869,0.0,0.0,0.0,0.0,0.0,2.79,0.0,0.94,0.0,0.0,False
571870,0.0,0.0,0.0,0.0,0.0,2.79,0.0,0.94,0.0,0.0,False
571874,853.0,3.0,42.0,3.0,0.44,2.79,0.0,0.94,0.0,0.0,False
702947,1269.0,5.0,60.0,4.0,0.22,2.4,922.06,2.46,11.0,37.0,False
433672,120.0,1.0,4.0,0.0,1.38,2.9,0.0,3.33,1.0,8.0,False
571883,2551.0,4.5,102.5,4.5,0.18,2.79,0.0,0.94,0.0,0.0,False
8571304,56.0,1.0,3.0,1.0,2.82,1.31,0.0,0.48,0.0,0.0,False
571890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
440822,764.5,4.0,36.0,4.0,0.27,10.26,11488.61,3.33,13.0,36.0,False
571898,2714.5,2.5,130.5,3.5,0.3,10.43,370858.15,3.42,54.5,140.0,False
440831,599.0,4.0,39.0,4.0,0.23,2.67,0.0,3.33,1.0,21.0,False
440834,1147.0,5.0,29.5,5.0,0.31,2.74,26.13,3.33,2.0,21.0,False
702981,270.0,1.0,19.0,1.0,0.09,1.91,0.0,2.46,1.0,32.0,False
571918,691.0,5.0,32.0,5.0,0.17,3.26,6868.51,3.42,4.0,28.0,False
440848,59.0,0.0,0.0,0.0,5.12,3.16,11.5,3.33,2.0,1.0,False
571921,0.0,0.0,0.0,0.0,0.0,4.26,11436.21,3.42,14.0,32.0,False
571922,0.0,0.0,0.0,0.0,0.0,4.26,11436.21,3.42,14.0,32.0,False
571924,691.0,5.0,32.0,5.0,0.17,3.26,6868.51,3.42,4.0,28.0,False
8567328,15477.0,8.0,317.0,7.0,0.18,3.71,170690.38,1.76,29.0,56.0,False
575920,165.0,3.0,4.0,1.0,0.63,2.25,0.0,3.41,0.0,18.0,False
440866,3150.0,0.5,93.5,0.5,5.21,8.96,0.0,3.33,11.0,1.0,False
8567331,15477.0,8.0,317.0,7.0,0.18,3.71,170690.38,1.76,29.0,56.0,False
8567332,375.0,3.0,15.0,3.0,0.25,1.47,171.08,1.76,2.0,24.0,False
444850,11025.0,6.0,423.0,6.0,0.18,5.63,464192.58,3.33,16.0,156.0,False
571951,1012.0,3.0,53.5,3.5,0.52,2.79,0.0,3.42,0.0,28.0,False
571953,261.0,5.0,7.0,5.0,0.3,2.79,0.0,0.94,0.0,0.0,False
8673889,433.0,3.0,24.0,3.0,0.17,1.52,14.52,1.66,4.0,21.0,False
8571316,1133.5,2.0,65.0,3.0,0.22,1.75,526358.28,1.73,1.0,36.0,False
8567355,4322.0,2.0,235.0,4.0,0.13,10.43,225198.64,1.76,51.0,65.0,False
703039,564.0,4.0,35.5,4.0,0.13,2.08,910.98,2.46,3.0,32.0,False
440898,2314.0,3.0,78.0,6.0,0.26,2.59,0.0,0.91,0.0,0.0,False
571971,238.0,5.0,9.0,4.0,0.29,3.57,45.8,3.42,10.0,15.0,False
8567364,1167.0,3.0,75.5,3.5,0.44,3.83,40726.62,1.76,15.5,36.5,False
8567365,7432.0,9.0,174.0,7.0,0.31,2.64,7343.71,1.76,8.0,46.0,False
8567369,3547.0,5.0,138.0,4.0,0.06,1.37,0.0,0.48,0.0,0.0,False
703051,209.0,2.0,10.0,1.0,0.44,2.07,1145.38,2.46,2.0,21.0,False
571980,8387.0,4.0,437.0,7.0,0.1,8.05,370858.15,3.42,23.0,177.0,False
440912,6989.0,3.0,38.0,3.0,0.34,2.59,0.0,0.91,0.0,0.0,False
8571322,59.0,0.0,0.0,0.0,0.62,1.43,78.17,1.73,4.0,6.0,False
572000,6530.0,13.0,143.0,10.0,0.43,2.79,0.0,0.94,0.0,0.0,False
8505787,975.0,1.0,54.0,2.0,0.4,80.07,106773.15,1.79,123.0,36.0,False
8571324,215.0,1.0,2.5,0.0,0.3,1.57,158.57,1.73,4.5,14.5,False
440956,371.0,6.0,5.0,3.0,0.26,4.24,23863.95,3.33,6.0,8.0,False
572037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
8567434,1272.0,3.0,48.0,6.0,0.14,3.07,41247.8,1.76,25.0,34.0,False
703118,211.5,2.0,14.0,1.5,0.08,1.95,412.72,2.46,2.0,43.5,False
572047,1072.0,5.0,19.0,7.0,0.27,2.9,0.0,3.42,1.0,23.0,False
703132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
8567453,861.0,3.0,28.0,3.0,0.16,8.2,44702.61,1.76,24.0,55.0,False
8567454,1924.5,3.5,92.5,5.5,0.16,4.78,22351.31,1.12,25.0,27.5,False
572063,0.0,0.0,0.0,0.0,0.0,2.79,0.0,0.94,0.0,0.0,False
8567459,2723.0,4.0,107.0,6.0,0.15,1.86,62773.88,1.76,7.0,92.0,False
8567460,13589.0,6.0,414.0,7.0,0.24,2.14,426037.94,1.76,15.0,108.0,False
8556051,1734.0,5.0,39.0,5.0,0.25,1.58,2267.47,1.76,2.0,28.0,False
703163,4884.0,3.0,309.0,6.0,0.15,1.86,0.0,0.63,0.0,0.0,False
8436412,97.0,4.0,14.0,1.0,0.17,2.38,247.1,1.96,9.0,16.0,False
572097,1431.0,4.0,55.0,4.0,0.21,3.02,536.94,3.42,4.0,48.0,False
8436427,0.0,0.0,0.0,0.0,0.0,13.7,1735958.1,1.96,55.0,80.0,False
8567519,507.0,1.0,28.0,2.0,0.14,2.26,3535.17,1.76,5.0,18.0,False
8436451,234.0,2.0,8.0,2.0,0.13,1.63,0.67,1.24,1.0,0.5,False
441061,0.0,0.0,0.0,0.0,0.0,2.59,0.0,0.91,0.0,0.0,False
703206,328.0,5.0,11.0,5.0,0.12,2.51,20016.73,2.46,6.0,28.0,False
8418428,1164.0,3.0,47.0,3.0,0.08,7.28,32170.13,1.96,5.0,24.0,False
8436463,720.0,2.0,33.5,3.0,0.55,5.34,87200.26,1.96,13.0,27.0,False
8658731,1527.5,4.0,46.5,4.0,0.17,1.41,5.29,1.66,2.5,15.5,False
8436489,173.5,2.0,8.0,1.5,0.14,2.25,575.88,1.96,6.0,19.0,False
703269,563.0,1.0,12.0,1.0,1.06,12.1,28516.11,2.46,85.0,43.0,False
441137,286.0,2.0,10.0,2.0,0.37,2.59,0.0,3.33,0.0,5.0,False
8567605,8865.0,5.0,278.0,7.0,0.19,6.06,580383.98,1.76,18.0,99.0,False
8436534,856.0,5.0,38.0,5.0,0.08,1.54,63.68,1.96,2.0,55.0,False
8436535,340.0,4.0,7.0,3.0,0.41,1.69,920.61,1.96,3.0,16.0,False
8436536,369.5,2.0,21.5,2.5,0.23,1.64,2326.49,1.96,2.5,28.0,False
703289,246.0,2.0,6.5,2.0,0.2,1.89,0.0,2.46,1.0,42.0,False
8436539,118.0,1.0,2.0,0.0,0.19,2.25,575.88,1.96,6.0,19.0,False
572225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
572227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
703306,1573.5,3.0,76.0,4.0,0.23,8.36,1237.54,2.46,29.0,14.0,False
703309,2258.5,1.0,192.0,2.5,0.17,1.86,0.0,0.63,0.0,0.0,False
8436570,367.0,0.0,0.0,0.0,134.0,1007.05,7514902.28,1.96,2270.0,7.0,False
8436581,696.5,2.5,46.0,2.5,0.32,8.47,115566.84,1.96,27.0,38.0,False
8658750,3709.0,4.0,159.0,5.0,0.05,4.46,80737.04,1.66,8.0,14.0,False
441206,4102.0,4.0,166.0,5.0,0.18,2.6,780.87,3.33,1.0,80.0,False
703352,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.63,0.0,0.0,False
572303,8991.0,7.0,204.0,7.0,0.32,2.79,0.0,0.94,0.0,0.0,False
441238,1688.0,2.5,49.0,3.5,0.57,3.88,15142.12,3.33,6.5,35.5,False
703383,928.0,2.0,31.0,2.0,0.21,1.86,0.0,2.46,0.0,21.0,False
703384,11261.0,6.0,404.0,6.0,0.17,6.95,612248.08,2.46,24.0,181.0,False
441243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
572318,730.5,3.5,35.0,3.5,0.27,2.79,0.0,0.94,0.0,0.0,False
572319,114.0,1.0,11.0,0.0,0.55,2.79,0.0,0.94,0.0,0.0,True
8436648,134.5,2.0,7.0,2.0,0.46,3.55,15326.15,1.96,21.5,15.5,False
8436649,419.0,4.0,21.0,4.0,0.11,2.03,4326.99,1.96,4.0,23.0,False
572334,345.5,6.0,9.0,3.0,0.28,3.0,1774.68,3.42,3.0,29.0,False
441263,365.5,1.0,2.5,0.0,1.08,8.28,158231.51,3.33,16.0,36.5,True
441268,2015.0,11.0,54.0,6.0,0.33,3.62,3420.49,3.33,12.0,66.0,False
441269,2047.0,16.0,66.0,6.0,0.08,3.02,229.45,3.33,5.0,30.0,False
441272,997.0,13.0,34.0,6.0,0.23,3.17,1031.95,3.33,7.0,41.0,False
441273,2035.5,13.0,61.0,6.0,0.27,3.42,1913.44,3.33,10.0,55.5,False
703425,565.0,4.5,40.0,4.0,0.21,2.07,2450.15,2.46,4.0,29.5,False
703428,385.5,3.0,17.0,3.0,0.23,1.86,0.0,0.63,0.0,0.0,False
572358,320.0,1.0,11.0,1.0,0.27,3.28,30.86,3.42,3.0,11.0,False
8658765,1540.0,1.0,278.0,2.0,0.11,1.5,85506.74,1.66,2.0,34.0,False
703450,603.0,0.0,0.0,0.0,2.79,1.86,0.0,0.63,0.0,0.0,False
8567771,7911.0,8.0,182.0,6.0,0.25,3.83,77491.75,1.76,15.0,49.0,False
572381,1663.5,1.5,115.5,1.5,0.99,2.79,0.0,0.94,0.0,0.0,False
572386,7088.0,13.0,104.0,7.0,0.18,11.81,43932.88,3.42,25.0,59.0,True
572392,2351.0,7.0,43.0,7.0,0.36,13.24,26997.67,3.42,82.0,40.0,False
572396,0.0,0.0,0.0,0.0,0.0,2.79,0.0,0.94,0.0,0.0,False
703482,1187.5,3.5,55.0,3.5,0.17,10.25,2863.28,2.46,43.5,12.0,False
8571394,15583.0,8.0,320.0,7.0,0.18,4.02,133396.84,1.73,29.0,55.0,False
8636931,1220.0,1.0,50.0,2.0,0.21,5.71,110738.43,1.67,30.0,50.0,False
572439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
572443,1890.0,5.0,73.0,4.0,0.07,3.82,11740.64,3.42,6.0,56.0,False
703529,1292.0,6.0,71.0,5.0,0.04,2.9,16559.66,2.46,13.0,56.0,False
441389,1371.0,4.0,30.0,4.0,0.13,2.78,0.0,3.33,2.0,26.0,False
703535,140.0,1.0,6.0,1.0,0.26,2.58,3890.66,2.46,9.0,21.0,False
703539,1409.0,1.0,134.0,1.0,0.25,254.66,69853.38,2.46,1250.0,6.0,False
532318,574.0,2.5,20.5,2.0,0.57,6.0,3435.29,3.33,14.0,30.0,False
572475,4125.5,8.5,95.0,5.0,0.44,4.46,63735.66,3.42,13.0,70.0,False
8567868,145.0,4.0,7.0,3.0,0.07,99.44,7225154.97,1.76,430.0,106.0,False
441405,379.0,1.0,1.0,0.0,6.12,2.59,0.0,0.91,0.0,0.0,False
441414,541.5,1.5,16.0,2.5,0.94,2.81,197.13,3.33,2.0,28.0,False
441417,1805.0,5.0,58.0,7.0,0.19,13.18,316460.8,3.33,28.0,70.0,False
441424,380.0,1.0,23.0,1.0,1.65,2.59,0.0,0.91,0.0,0.0,False
572497,1296.0,4.0,68.0,4.0,0.13,4.33,4157.24,3.42,10.0,44.0,False
441429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
8567906,11135.0,6.0,290.0,5.0,0.22,20.18,743190.5,1.76,49.0,92.0,False
703590,324.0,2.0,26.0,4.0,0.05,2.51,237.42,2.46,7.0,24.0,False
8567913,915.0,2.0,74.0,4.0,0.25,10.39,122159.89,1.76,24.0,63.0,False
703596,2026.0,5.0,65.0,5.0,0.03,4.29,48717.0,2.46,3.0,2.0,False
441469,1838.0,2.0,64.0,3.0,0.45,7.13,464192.58,3.33,21.0,90.0,False
441472,3149.0,19.0,96.0,9.0,0.12,3.21,406.39,3.33,8.0,45.0,False
703617,645.0,2.0,49.0,3.0,0.16,31.4,23879.99,2.46,45.5,12.0,False
441484,1993.0,4.0,89.0,5.0,0.26,16.98,289937.14,3.33,31.0,74.0,False
572561,0.0,0.0,0.0,0.0,0.0,2.79,0.0,0.94,0.0,0.0,False
8567956,2100.0,3.0,149.0,3.0,0.12,8.89,181891.1,1.76,54.0,65.0,False
441513,7040.0,6.0,169.0,8.0,0.24,2.59,0.0,0.91,0.0,0.0,False
441522,8410.0,4.0,446.0,7.0,0.11,7.13,283740.11,3.33,21.0,173.0,False
441523,826.0,3.0,34.0,3.0,0.17,3.17,4920.96,3.33,5.0,6.0,False
572597,626.0,3.5,16.0,3.0,1.1,3.12,167.89,3.42,3.0,14.0,False
8567993,1225.0,2.0,77.5,2.5,0.14,4.0,13433.71,1.76,18.0,30.0,False
8567994,957.5,3.0,47.0,2.5,0.16,3.03,13481.82,1.76,11.0,39.5,False
572604,2065.0,3.5,125.0,3.0,0.2,13.64,26757.92,3.42,27.0,40.0,False
441539,4040.5,9.0,92.5,5.0,0.42,3.62,3420.49,3.33,12.0,66.0,False
572617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
703690,1701.0,2.0,95.0,6.0,0.28,13.53,287173.51,2.46,31.0,61.0,False
8636962,389.0,2.0,23.0,3.0,0.17,8.71,2119027.4,1.67,78.0,41.0,False
441554,764.5,4.0,42.0,4.0,0.22,3.68,2449.85,3.33,8.0,39.0,False
441555,208.0,2.0,12.0,2.0,0.68,2.59,0.0,3.33,0.0,1.0,False
576036,768.0,1.0,58.5,1.0,0.88,2.25,0.0,0.95,0.0,0.0,False
703708,653.0,1.0,60.0,2.0,0.17,5.33,7356.84,2.46,18.0,41.0,False
572638,1607.0,4.0,76.0,5.0,0.2,3.08,337.52,3.42,4.0,38.0,False
685264,1669.0,3.0,116.0,4.0,0.25,1.73,0.0,0.68,0.0,0.0,False
8440359,387.0,4.0,10.0,2.0,0.43,1.48,0.0,0.51,0.0,0.0,False
8436974,634.0,3.0,16.0,2.0,0.1,1.65,148.09,1.96,2.0,17.0,False
441593,922.0,4.0,31.0,4.0,0.3,3.62,3420.49,3.33,12.0,66.0,False
441594,1371.0,4.0,30.0,4.0,0.13,3.84,1425.87,3.33,2.0,26.0,False
8643361,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.47,0.0,0.0,False
703751,1473.5,1.5,139.0,2.5,0.17,3.4,28328.74,2.46,10.0,48.0,False
441608,4069.0,7.0,73.0,6.0,0.29,12.45,186874.81,3.33,50.0,64.0,False
441610,4924.0,7.0,168.0,6.0,0.29,3.62,3420.49,3.33,12.0,66.0,False
441611,4924.0,7.0,224.0,8.0,0.29,3.62,3420.49,3.33,12.0,66.0,False
441621,482.0,2.0,20.5,2.0,0.43,2.84,18708.12,3.33,2.0,28.0,False
572694,2927.5,3.0,79.5,3.5,1.07,14.56,678333.28,3.41,120.0,103.0,False
572700,884.0,3.0,29.0,4.0,0.18,3.49,68310.54,3.41,8.0,73.0,False
441630,1938.0,4.0,89.0,6.0,0.26,6.26,170780.11,3.33,21.0,75.0,False
703782,707.0,2.0,39.5,2.5,0.63,7.53,195986.22,2.46,45.0,31.0,False
572711,2765.5,1.0,245.0,2.5,0.21,2.25,0.0,0.95,0.0,0.0,False
572715,5313.0,7.0,194.0,9.0,0.15,5.28,112108.1,3.41,29.0,68.0,True
441647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
520991,1856.0,7.0,32.0,4.0,0.19,2.59,0.0,3.33,0.0,25.0,False
8568136,4421.5,2.5,142.0,2.5,0.14,3.4,52647.06,1.76,22.5,65.0,False
703818,540.5,2.0,41.5,2.0,0.17,1.86,0.0,0.63,0.0,0.0,False
441677,1838.0,2.0,64.0,3.0,0.45,7.13,464192.58,3.33,21.0,90.0,False
8437075,3848.0,3.0,265.0,5.0,0.14,1.51,0.0,0.52,0.0,0.0,False
703838,284.0,3.0,7.0,2.0,0.13,2.05,118.44,2.46,2.0,13.0,False
441699,710.0,2.0,48.0,2.0,0.18,2.77,1146.26,3.33,3.0,44.0,False
441700,5467.5,6.0,95.5,4.0,0.88,2.59,0.0,0.91,0.0,0.0,False
8437093,98.0,0.0,0.0,0.0,0.0,1.51,0.0,0.52,0.0,0.0,False
703846,2395.0,6.0,95.0,5.0,0.13,2.26,2308.05,2.46,6.0,40.0,False
572784,514.0,7.0,6.0,6.0,0.72,2.25,0.0,0.95,0.0,0.0,False
441716,505.5,1.0,24.0,1.0,0.6,5.61,86745.98,3.33,21.0,36.0,False
703861,5760.0,2.5,288.0,4.0,0.31,10.48,635569.95,2.46,55.0,185.0,False
8437120,744.0,3.0,42.0,3.0,0.17,3.79,49597.62,1.96,19.5,64.0,False
8437121,1847.0,4.0,62.0,3.0,0.11,2.55,43266.01,1.96,7.0,42.0,False
8568198,294.0,1.0,19.0,1.0,0.13,1.37,0.0,1.76,0.0,5.0,False
8636993,385.0,2.0,29.0,6.0,0.05,1.34,1246.01,1.67,2.0,38.0,False
441736,304.0,0.5,15.0,1.0,0.3,8.86,19772.92,3.33,22.0,7.0,False
8636995,955.0,8.0,32.0,5.0,0.17,1.5,11514.99,1.67,6.0,36.0,False
8568219,851.0,2.0,58.0,3.0,0.11,10.38,2225462.51,1.76,35.0,36.0,False
8568227,488.0,4.0,21.0,4.0,0.05,1.8,383.81,1.76,1.0,19.0,False
8568228,4389.0,7.0,124.0,6.0,0.16,1.37,0.0,0.48,0.0,0.0,False
572837,1102.0,3.0,47.0,3.0,0.32,2.94,7285.96,3.41,11.0,40.0,False
572841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
441772,2015.0,11.0,54.0,6.0,0.33,3.04,3895.45,3.33,5.0,45.0,False
441775,316.0,1.0,8.0,0.0,9.67,8.33,3001.0,3.33,2.0,2.0,False
572848,1244.0,2.5,48.0,2.5,0.21,3.11,207140.94,3.41,12.0,70.0,False
441777,225.5,3.0,2.5,1.5,7.13,10.19,21166.83,3.33,8.0,2.0,False
441778,347.0,2.0,11.0,1.0,0.48,42.86,63688.78,3.33,7.0,6.0,False
572861,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.95,0.0,0.0,False
8568258,5094.0,3.0,262.0,5.0,0.22,8.26,442605.18,1.73,110.0,114.0,False
8568260,501.0,4.0,34.0,4.0,0.14,1.8,32839.45,1.73,9.0,38.0,False
572872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
703948,828.0,2.5,42.5,3.0,0.26,5.65,1795.67,2.46,12.0,25.5,False
8637007,12943.0,4.0,566.0,6.0,0.13,21.08,9894797.75,1.67,84.0,190.0,False
8437219,165.5,1.5,10.5,1.0,0.41,2.41,11495.06,1.96,11.0,16.0,False
8437223,1500.5,2.0,110.0,3.0,0.24,22.25,93411.43,1.96,52.0,32.0,False
8437224,755.0,1.0,17.0,2.0,0.15,3.46,36904.7,1.96,17.0,25.0,False
8568297,1028.0,1.0,48.0,1.0,0.21,8.13,278322.15,1.73,35.0,40.0,False
8568298,1099.0,1.0,26.0,2.0,0.21,8.13,322598.07,1.73,35.0,42.0,False
572917,6796.0,6.0,182.0,8.0,0.23,2.25,0.0,0.95,0.0,0.0,False
441851,3576.0,4.0,177.0,6.0,0.15,28.4,283740.11,3.33,244.0,103.0,False
572925,1038.5,0.5,1.0,0.0,0.07,2.49,0.0,3.41,1.0,12.5,False
703998,896.0,5.0,16.0,4.0,0.04,3.25,260.45,2.46,2.0,18.0,False
572928,189.0,4.0,3.0,3.0,1.39,2.49,0.0,3.41,1.0,9.0,False
8462251,339.0,2.0,21.0,2.0,0.1,1.53,694.53,1.83,2.0,23.0,False
572949,409.0,2.0,19.5,1.5,0.53,2.28,0.0,3.41,1.0,60.0,False
442437,1927.0,5.0,47.0,8.0,0.33,7.35,170780.11,3.33,38.0,148.0,False
8505949,6848.0,4.0,236.0,6.0,0.15,10.93,1571623.02,1.79,156.0,125.0,False
572984,892.5,3.5,25.5,2.0,0.57,2.44,445.39,3.41,3.0,51.0,False
572986,191.5,2.0,8.0,0.5,1.08,2.66,6194.76,3.41,2.0,24.0,False
572987,374.5,1.5,12.5,2.0,0.51,2.49,563.15,3.41,3.5,50.0,False
8568381,829.0,3.0,49.0,4.0,0.17,4.75,632.73,1.73,8.0,34.0,False
8568383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
8462262,175.5,2.0,8.5,2.5,0.18,1.75,2419.68,1.83,3.5,21.0,False
704070,71.0,0.0,0.0,0.0,0.89,1.86,0.0,0.63,0.0,0.0,False
8437336,498.0,6.0,14.0,4.0,0.15,1.65,14855.97,1.96,4.0,34.0,False
573022,407.0,1.0,5.0,1.0,1.17,16.66,510218.26,3.41,74.0,57.0,False
573028,570.0,0.0,0.0,0.0,40.0,2.54,199682.42,3.41,1.0,63.0,False
704106,568.0,3.0,15.0,2.0,0.41,1.86,0.0,0.63,0.0,0.0,False
704107,305.0,3.0,15.0,3.0,0.34,2.04,5.44,2.46,2.0,6.0,False
704110,361.5,1.0,23.0,1.5,0.49,2.61,3279.28,2.46,6.0,16.0,False
704112,305.0,2.0,18.0,3.0,0.34,2.23,1639.64,1.54,3.0,8.0,False
8568433,3477.5,1.0,246.5,2.5,0.11,6.61,98298.32,1.73,20.0,34.0,False
704114,305.0,2.0,18.0,3.0,0.34,2.23,1639.64,1.54,3.0,8.0,False
704115,361.5,1.0,23.0,1.5,0.49,2.61,3279.28,2.46,6.0,16.0,False
704116,361.5,1.0,23.0,1.5,0.49,2.61,3279.28,2.46,6.0,16.0,False
704117,361.5,1.0,23.0,1.5,0.49,2.61,3279.28,2.46,6.0,16.0,False
704118,361.5,1.0,23.0,1.5,0.49,2.61,3279.28,2.46,6.0,16.0,False
8568439,2588.0,1.0,68.0,2.0,0.21,8.44,220544.68,1.73,25.5,55.5,False
704120,194.0,3.0,13.0,3.0,0.41,1.86,0.0,0.63,0.0,0.0,False
704124,924.0,4.0,38.5,3.5,0.2,2.21,0.0,2.46,2.0,6.0,False
573059,2007.0,3.0,96.0,3.0,0.23,4.77,119.58,2.18,8.0,17.0,False
704132,4831.0,4.0,247.0,9.0,0.16,2.11,40160.25,2.46,6.0,99.0,False
8462273,207.0,2.0,14.0,2.0,0.19,1.87,76.19,1.83,3.0,9.0,False
573066,2113.0,5.0,80.0,6.0,0.16,3.54,242690.55,3.41,18.0,62.0,False
8568467,7299.5,5.5,185.5,4.0,0.14,2.97,38451.22,1.73,12.0,62.5,False
8568469,889.5,3.5,29.0,2.5,0.15,1.67,207088.49,1.73,5.0,27.5,False
8437409,344.0,2.0,25.0,5.0,0.12,1.65,17.07,1.86,2.0,10.0,False
554267,0.0,0.0,0.0,0.0,0.0,2.77,0.0,0.94,0.0,0.0,False
442022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
442039,4204.5,4.0,151.0,7.0,0.23,3.97,23258.27,3.33,13.5,64.0,False
442040,1481.0,6.0,46.0,4.0,0.2,2.67,94.53,3.33,2.0,46.0,False
8437433,218.0,1.0,2.0,0.0,0.21,1.48,0.0,1.86,0.0,32.0,False
704192,2844.0,4.0,108.5,5.0,0.17,3.04,53654.31,1.54,10.0,39.0,False
442067,1035.0,3.0,82.0,4.0,0.07,4.03,55926.15,3.33,16.0,64.0,False
704220,4840.0,7.0,213.0,8.0,0.27,1.86,0.0,0.63,0.0,0.0,False
8568544,3840.0,3.0,167.0,4.0,0.09,1.31,0.0,0.48,0.0,0.0,False
573153,2017.0,11.0,54.0,6.0,0.32,2.66,330041.42,3.41,5.0,49.0,False
442085,601.0,2.0,9.0,2.0,0.33,2.89,123.44,3.33,4.0,35.0,False
442090,1969.0,4.0,97.0,8.0,0.25,2.89,946.79,3.33,3.0,56.0,False
573171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
8437536,2815.0,2.5,154.5,2.5,0.26,3.35,15903.21,1.86,11.0,50.0,False
597979,3246.0,0.0,0.0,0.0,0.0,4.48,23735.05,3.33,6.0,17.0,False
573225,1163.0,4.0,47.0,2.0,0.14,2.25,0.0,3.41,0.0,136.0,False
704302,366.0,3.0,9.0,3.0,0.12,19.37,157148.6,2.46,35.0,8.0,False
8437554,381.5,2.5,12.5,1.0,0.38,9.37,136301.18,1.86,1.5,4.0,False
573248,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.95,0.0,0.0,False
554294,180.0,0.0,0.0,0.0,0.0,2.77,0.0,3.36,0.0,1.0,False
704326,4602.5,10.0,74.5,4.0,0.15,1.96,7415.07,2.46,3.0,53.0,False
8538145,2138.0,1.0,61.0,3.0,1.72,20.52,536036.9,1.77,161.0,27.0,False
8568654,3477.0,7.0,77.0,6.0,0.27,29.02,742837.91,1.73,47.0,90.0,False
704335,2292.0,12.0,26.0,6.0,0.15,15.37,681965.64,2.46,65.0,71.0,False
8568662,1773.0,2.5,98.0,4.0,0.08,3.67,669501.98,1.73,29.5,65.0,False
704359,325.0,3.0,10.0,2.0,0.43,2.02,378.78,2.46,2.0,6.0,False
573289,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.95,0.0,0.0,False
8568684,1882.5,1.0,185.5,2.5,0.13,6.61,48050.27,1.73,14.0,55.5,False
573293,9046.0,7.0,208.0,7.0,0.32,2.25,0.0,0.95,0.0,0.0,False
573294,672.5,1.5,34.0,2.5,0.21,5.99,976308.78,3.41,22.0,21.0,False
8568689,439.0,1.5,24.5,2.0,0.19,9.52,2287.91,1.73,14.0,18.5,False
573306,672.5,1.5,34.0,2.5,0.21,5.99,976308.78,3.41,22.0,21.0,False
573310,715.0,1.0,2.0,0.0,0.42,3.16,0.0,3.41,1.0,2.0,False
573311,1722.0,3.0,52.0,5.0,0.3,2.25,0.0,0.95,0.0,0.0,False
442240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
