attach_id,LOC,avg_cyclomatic,cnt_func,maxnesting,ratio_comment,page_rank,betweenness,closeness,indegree,outdegree,crash_inducing
8650753,429.0,2.0,14.0,1.0,0.26,1.7,57624.51,1.66,8.0,51.0,False
8650757,649.0,2.0,61.0,2.0,0.21,1.51,2242.84,1.66,0.5,20.0,False
655367,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.81,0.0,0.0,False
655368,143.0,1.0,6.0,1.0,0.55,11.0,16176.92,3.15,26.0,7.0,False
8650767,2307.0,13.0,42.0,8.0,0.18,1.33,0.0,1.66,0.0,53.0,False
8519698,3849.0,13.0,50.0,5.0,0.07,1.3,0.0,0.49,0.0,0.0,False
655379,3056.0,5.0,81.0,5.0,0.18,5.83,32069.26,3.15,18.0,44.0,False
655380,957.0,1.0,23.0,1.0,0.28,2.37,0.0,0.81,0.0,0.0,False
8519701,1038.0,3.0,54.0,3.0,0.18,224.54,662108.25,1.79,1215.0,18.0,False
8519704,948.0,3.0,35.0,4.0,0.26,1.63,116899.26,1.79,4.0,42.0,False
655391,193.0,1.0,34.0,0.0,0.72,2.37,0.0,0.81,0.0,0.0,False
655394,1135.0,8.0,37.0,5.0,0.23,2.72,0.0,3.15,2.0,8.0,False
8650795,391.5,1.5,23.5,1.0,0.47,3.7,15650.26,1.66,13.5,8.5,False
8650796,14402.0,4.0,628.0,6.0,0.15,10.65,2837108.42,1.66,82.0,178.0,False
8519688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
8650803,2575.5,3.5,109.0,4.0,0.26,3.29,25723.78,1.66,11.5,48.5,False
524362,309.0,9.5,2.5,2.0,0.48,3.63,264.11,3.33,2.5,4.0,False
8628919,109.0,2.0,7.0,2.0,0.17,1.27,0.0,1.67,0.0,13.0,False
524367,807.0,4.0,32.0,4.0,0.28,2.59,0.0,0.91,0.0,0.0,False
8650832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
655446,487.0,2.0,23.0,3.0,0.45,3.11,2189.98,3.15,3.0,17.0,False
524378,107.0,5.0,4.0,2.0,0.18,4.5,0.0,3.33,1.0,2.0,False
524382,887.0,3.0,57.0,4.0,0.23,3.05,25923.62,3.33,4.0,34.5,False
8519780,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.49,0.0,0.0,False
8650856,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.47,0.0,0.0,False
8388716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
786545,44.0,1.0,1.0,0.0,0.53,3.29,0.0,2.15,16.0,0.0,False
655479,597.5,3.5,25.0,4.0,0.28,2.52,29.92,3.15,2.0,26.0,False
8519700,1121.0,4.0,32.0,6.0,0.37,1.49,333.56,1.79,4.0,28.0,False
8585237,3703.0,5.0,108.0,8.0,0.14,19.7,1728634.2,1.73,116.0,79.0,False
524417,1003.0,4.5,32.5,4.5,0.32,7.71,59287.13,3.33,28.5,57.5,False
8607083,1066.0,4.0,36.0,5.0,0.27,1.62,757.12,1.69,2.0,11.0,False
655494,827.0,1.5,37.5,1.5,0.28,2.89,6357.95,3.15,3.0,20.0,False
655495,827.0,1.5,37.5,1.5,0.28,2.89,6357.95,3.15,3.0,20.0,False
655513,3012.0,3.0,152.0,5.0,0.18,3.42,19878.82,3.15,9.0,73.0,False
8585242,812.0,6.5,14.5,3.5,0.11,1.37,844.36,1.73,2.0,47.0,False
8650912,1191.0,4.0,48.0,4.0,0.17,1.63,14488.57,1.66,5.0,46.0,False
8650921,1167.5,1.0,6.0,1.0,0.23,1.33,0.0,0.47,0.0,0.0,False
524472,4588.5,4.0,117.5,6.0,0.25,2.59,0.0,0.91,0.0,0.0,False
524473,2493.5,3.0,82.0,4.0,0.27,2.59,0.0,0.91,0.0,0.0,False
8388794,1543.0,3.0,61.0,3.0,0.15,2.27,5907.58,2.01,4.0,19.0,False
524475,2476.5,3.0,57.0,4.0,0.28,2.59,0.0,0.91,0.0,0.0,False
524477,577.0,6.0,35.0,3.0,0.28,3.98,8599.25,3.33,12.0,49.0,False
786630,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.57,0.0,0.0,False
524488,6312.0,4.0,185.5,4.0,0.11,5.67,219830.87,3.33,39.0,127.0,False
786636,957.5,2.5,33.0,2.0,0.2,1.75,62263.02,2.15,5.0,44.0,False
655567,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.81,0.0,0.0,False
8519888,1010.0,5.0,55.0,4.0,0.15,5.32,391115.01,1.79,20.0,36.0,False
786650,2691.0,4.0,149.0,5.0,0.11,1.57,0.0,0.57,0.0,0.0,False
524522,2013.0,2.0,39.0,2.0,0.26,28.4,275356.77,3.33,244.0,56.0,False
8388843,976.0,2.0,76.0,3.5,0.11,17.09,981137.05,2.01,59.0,56.0,False
8388844,6202.5,2.5,1396.0,3.5,0.09,24.64,1667366.38,2.01,86.0,56.0,False
655598,1261.0,5.0,48.0,4.0,0.12,2.47,184.52,3.15,2.0,37.0,False
8650993,1282.0,4.0,62.0,7.0,0.09,1.36,0.0,1.66,1.0,39.0,False
8651003,658.0,0.5,25.5,0.5,0.9,4.24,15859.25,1.66,39.0,6.5,False
8519939,2930.0,2.0,197.0,4.0,0.2,5.78,1619663.21,1.79,30.0,80.0,False
8519941,2930.0,2.0,197.0,4.0,0.2,5.78,1619663.21,1.79,30.0,80.0,False
8519942,1760.0,2.5,115.0,3.5,0.12,4.07,813855.07,1.79,21.0,51.0,False
8519951,37.0,1.0,2.0,0.0,0.88,1.45,1.51,1.79,2.0,1.0,False
8519959,867.0,3.0,66.0,5.0,0.1,1.53,335.88,1.79,6.0,31.0,False
8519960,207.0,0.0,0.0,0.0,1.81,6.45,15555.28,1.79,33.0,6.0,False
8519961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
8388893,1277.0,3.5,56.0,6.5,0.31,2.46,6624.61,2.01,13.0,49.5,False
524574,7493.0,4.0,254.0,7.0,0.22,3.2,51455.57,3.33,11.0,105.0,False
8388904,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.54,0.0,0.0,False
655657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
786740,3778.0,3.0,213.0,4.0,0.13,1.76,932094.76,2.15,1.0,85.0,False
655674,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.81,0.0,0.0,False
655675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
786761,452.5,2.0,19.0,2.0,0.45,2.03,3380.0,2.15,5.5,28.5,False
786762,424.5,1.5,22.0,1.5,0.16,1.75,1078.65,2.15,2.0,27.0,True
786763,413.5,2.5,26.0,2.5,0.04,1.7,415.42,1.36,1.0,12.0,False
8651093,8103.0,9.0,196.0,7.0,0.28,2.6,19958.19,1.66,8.0,47.0,False
655708,4576.0,3.0,144.0,5.0,0.23,46.03,74757.32,3.15,75.0,54.0,False
786785,300.0,2.0,23.0,3.0,0.56,2.88,11657.33,2.15,28.0,19.0,False
8651113,13002.0,6.0,321.0,5.0,0.2,21.85,1554118.99,1.66,57.0,91.0,False
655724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
8651120,4701.0,4.0,135.0,5.0,0.19,3.16,14350.85,1.66,22.0,57.0,False
8651121,2042.0,6.0,63.0,5.0,0.16,4.99,54099.85,1.66,21.0,52.0,False
8651130,2042.0,6.0,63.0,5.0,0.16,4.99,54099.85,1.66,21.0,52.0,False
655739,9205.0,4.0,265.0,9.0,0.24,27.85,466241.02,3.15,208.0,110.0,False
8520060,434.0,8.0,5.0,6.0,0.43,1.41,0.0,1.79,2.0,19.0,False
8651134,649.0,1.0,61.0,1.0,0.81,6.7,19647.65,1.66,13.0,40.0,False
524674,306.0,3.0,10.0,4.0,0.34,2.69,19.52,3.33,2.0,34.0,False
8651142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
786829,4714.0,4.0,158.0,4.0,0.27,5.49,287746.09,1.36,19.5,40.0,False
8520079,2668.5,4.5,95.0,6.0,0.22,25.57,878459.65,1.79,122.0,68.0,False
786834,1234.0,2.0,110.0,3.0,0.34,1.57,0.0,0.57,0.0,0.0,False
8520097,346.0,2.0,20.0,2.0,0.2,1.91,300.17,1.79,9.0,8.0,False
524722,2897.5,4.0,94.0,5.0,0.23,4.17,1060.92,2.12,6.0,12.0,False
8389050,2504.5,2.0,148.5,3.0,0.18,4.3,801714.63,2.01,31.0,71.5,False
8520123,6204.0,7.0,178.0,6.0,0.24,1.42,46810.07,1.79,3.0,72.0,False
524743,781.5,2.5,27.0,3.5,0.46,2.89,204.69,3.33,5.0,42.0,False
8520136,3791.0,1.5,214.5,2.5,0.11,13.56,351880.74,1.79,33.0,57.0,False
8651209,1024.5,2.5,34.5,3.0,0.67,1.47,61.66,1.66,3.0,39.0,False
655824,927.0,3.0,62.0,4.0,0.07,3.17,103329.39,3.05,8.0,58.0,False
8651222,896.5,2.5,33.5,2.0,0.21,1.38,16022.6,1.66,1.0,37.0,False
699129,315.0,4.0,16.0,3.0,0.1,2.82,30959.31,2.46,10.0,20.0,False
8520152,1249.0,4.0,119.0,4.0,0.06,19.37,296018.82,1.79,36.0,28.0,False
8389081,2953.0,5.0,100.0,5.0,0.22,7.59,166694.98,2.01,33.0,36.0,False
655844,506.0,2.0,15.0,2.0,0.21,2.57,91.2,3.05,2.0,6.0,False
655847,209.0,3.0,26.0,3.0,0.05,2.63,1349.24,3.05,5.0,30.0,False
655872,1233.0,2.5,59.5,3.0,0.28,131.34,1857086.3,3.05,836.0,48.0,False
786968,6599.5,4.0,243.0,4.0,0.29,5.51,790171.03,2.15,36.0,181.0,False
8389147,325.0,2.0,20.0,2.0,0.21,7.98,63848.1,2.01,9.0,9.0,False
786981,1401.0,1.0,81.0,1.5,0.05,1.57,0.0,0.57,0.0,0.0,False
8389159,626.0,2.0,25.0,2.0,0.18,2.42,103057.24,2.01,7.0,51.0,True
633608,2851.0,4.0,125.0,5.0,0.17,6.02,280838.4,3.21,33.0,75.0,False
524851,763.0,12.0,11.0,7.0,0.35,2.69,58.68,3.33,2.0,35.0,False
8389172,1632.5,3.5,35.0,5.0,0.31,2.81,26873.31,2.01,15.0,44.0,False
786526,260.0,2.0,8.0,3.0,0.12,1.89,0.0,2.15,1.0,5.0,False
8520250,908.5,2.5,30.0,3.5,0.08,1.3,0.0,0.49,0.0,0.0,False
787005,0.0,0.0,0.0,0.0,0.0,6.52,1073712.56,2.15,30.0,80.0,False
524869,2653.0,6.5,76.0,9.0,0.22,6.8,313255.87,3.33,27.0,78.0,False
655943,1088.0,3.0,93.0,3.0,0.04,33.89,869960.07,3.05,151.0,68.0,False
8476087,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.51,0.0,0.0,False
655968,4050.0,6.0,126.0,7.0,0.23,6.07,33197.37,3.05,32.0,95.0,False
655971,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.78,0.0,0.0,False
699153,8571.0,4.0,279.0,7.0,0.2,2.6,66661.71,2.46,12.0,102.0,False
787063,586.0,1.0,32.0,1.0,0.17,1.78,636051.6,2.15,5.0,36.0,False
787065,1053.5,9.5,8.5,9.0,0.29,1.68,0.0,2.15,0.5,4.5,False
8454250,2840.0,8.0,25.0,4.0,0.11,3.56,35230.8,1.86,24.0,25.0,False
524939,984.0,5.0,17.0,7.0,0.29,2.69,0.0,3.33,1.0,22.0,False
8520336,7.0,0.0,0.0,0.0,0.0,1.3,0.0,1.79,0.0,1.0,False
8520342,436.5,1.0,25.0,2.0,0.07,2.01,627.02,1.79,8.0,42.0,False
787096,1795.0,2.0,98.0,6.0,0.29,4.82,107026.82,2.15,25.0,67.0,False
8520356,3849.0,13.0,50.0,5.0,0.07,1.3,0.0,0.49,0.0,0.0,False
8389288,1885.0,8.0,39.0,7.0,0.21,28.37,68362.41,2.01,84.0,49.0,False
8389289,2085.5,4.5,110.5,6.5,0.18,5.11,207043.79,2.01,14.5,83.0,False
524992,9293.0,7.0,198.0,7.0,0.33,2.59,0.0,0.91,0.0,0.0,False
524998,664.0,2.0,56.0,4.0,0.21,2.68,286.18,3.33,3.0,54.0,False
8389321,1047.0,2.0,68.0,2.0,0.12,1.96,47396.75,2.01,5.0,43.0,False
656079,342.0,8.0,10.0,2.0,0.12,2.61,0.0,3.05,2.0,8.0,False
8389339,533.0,2.0,22.0,2.0,0.15,2.87,36949.43,2.01,13.0,26.0,False
656097,44.0,0.0,0.0,0.0,0.33,2.35,27.96,3.05,2.0,45.0,False
8651492,593.0,4.0,21.0,3.0,0.12,4.46,80737.04,1.66,8.0,14.0,False
8389356,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.54,0.0,0.0,False
8520430,475.0,4.0,28.0,2.0,0.04,1.58,184.39,1.79,8.0,20.0,False
656113,4472.0,1.0,434.0,4.0,0.26,2.28,0.0,0.78,0.0,0.0,False
656123,1987.5,1.5,70.0,2.0,1.32,43.08,546971.17,3.05,274.0,82.5,False
8389401,544.5,2.0,37.0,1.5,0.26,6.13,22103.9,2.01,5.0,49.0,False
8520482,0.0,0.0,0.0,0.0,0.0,1.62,2175.7,1.79,4.0,34.0,False
8389414,675.0,19.0,15.0,5.0,0.19,1.8,0.94,2.01,2.0,12.0,False
656169,3534.0,4.5,102.0,6.0,0.32,5.17,113141.18,3.05,27.0,43.5,False
8389421,400.0,2.0,25.0,3.0,0.31,1.64,0.0,0.54,0.0,0.0,False
656174,1649.0,2.0,74.0,3.0,0.19,3.98,47571.46,3.05,10.0,62.0,False
8389424,812.0,2.0,48.0,4.0,0.31,1.64,0.0,0.54,0.0,0.0,False
8389432,177.5,2.0,14.0,1.5,0.14,12.66,11263.67,2.01,50.0,8.0,False
8389435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
787267,1523.5,2.5,72.0,4.0,0.18,3.66,59909.13,2.15,24.0,77.0,False
525125,730.0,4.0,41.0,5.0,0.11,2.62,90.27,3.33,1.0,45.0,False
787271,233.0,5.0,7.0,3.5,0.26,1.89,6862.75,2.15,7.0,24.0,False
787275,225.5,1.5,12.0,1.0,0.36,1.74,13336.01,2.15,4.0,37.0,False
787277,520.0,3.0,15.0,4.0,0.15,2.0,13336.01,2.15,11.0,44.0,False
787278,1137.5,3.0,52.0,4.5,0.17,2.21,24367.65,2.15,13.5,51.0,False
525135,309.0,6.0,7.0,2.0,0.43,3.5,1366.86,3.33,6.0,21.0,False
8520530,833.0,5.0,37.0,5.0,0.1,1.3,0.0,0.49,0.0,0.0,False
656211,1643.0,3.5,52.5,3.5,0.24,2.28,0.0,0.78,0.0,0.0,False
656212,494.5,2.0,21.0,2.5,0.18,2.28,0.0,0.78,0.0,0.0,False
656219,77.0,1.0,7.0,2.0,0.19,2.28,0.0,0.78,0.0,0.0,False
656220,895.0,2.0,35.0,1.0,0.35,33.34,15403.67,3.05,60.5,43.5,False
656225,569.0,1.0,22.0,1.0,0.12,5.4,11126.66,3.05,4.0,17.0,False
8651625,1111.0,2.0,70.0,1.0,0.11,1.49,0.0,1.66,2.0,12.0,False
525166,732.0,3.0,23.0,5.0,0.3,12.93,345489.45,3.33,75.0,53.0,False
8651636,303.0,5.0,11.0,4.0,0.03,1.33,0.0,1.66,0.0,16.0,False
8651638,117.0,2.0,7.0,1.5,0.23,1.4,0.0,1.66,1.0,17.0,False
787319,386.0,3.0,14.0,3.0,0.22,3.71,29210.08,2.15,12.0,29.0,False
787321,1031.0,2.0,53.0,4.0,0.26,3.71,29210.08,2.15,23.0,32.0,False
525181,2065.0,4.0,16.0,4.0,0.09,4.58,10198.41,3.33,12.0,26.0,False
8520574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
8389504,750.5,2.0,48.0,2.5,0.64,10.23,517717.32,2.01,67.0,30.0,False
525195,796.0,5.0,21.0,3.0,0.16,4.65,7451.06,3.33,14.0,5.0,False
8651675,1414.0,3.0,92.0,4.0,0.11,2.13,51266.84,1.66,5.0,41.0,False
525223,9293.0,7.0,198.0,7.0,0.33,2.59,0.0,0.91,0.0,0.0,False
656296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
8651698,481.0,0.0,0.0,0.0,0.0,1.33,0.0,0.47,0.0,0.0,False
8541683,142.0,2.0,9.0,2.0,0.0,1.47,0.0,1.77,1.0,2.0,False
656319,1242.0,3.0,85.0,5.0,0.16,4.63,80478.76,3.05,14.0,36.0,False
656320,629.0,2.0,34.0,3.0,0.22,2.83,15256.28,3.05,6.0,40.0,False
525252,2629.0,3.0,120.0,6.0,0.71,2.72,2603.79,3.33,4.0,108.0,False
525256,1504.0,2.5,120.5,3.0,0.17,4.27,6026.05,3.33,5.0,51.0,False
525257,149.0,0.0,0.0,0.0,0.24,2.59,0.0,0.91,0.0,0.0,False
525270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
787419,1023.5,3.5,36.5,5.0,0.12,1.63,1954.73,1.36,1.5,23.5,False
611834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
787422,661.0,4.0,24.0,5.0,0.11,1.57,0.0,0.57,0.0,0.0,False
656353,444.0,2.0,44.0,3.0,0.14,2.33,17.2,3.05,1.0,43.0,False
8651749,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.47,0.0,0.0,False
8651757,420.0,1.0,568.0,1.0,0.3,8.59,7950.64,1.66,66.0,4.0,False
808445,1541.0,1.0,21.0,2.0,1.49,1.58,0.0,0.57,0.0,0.0,False
525298,2448.0,2.5,100.5,3.5,0.31,2.59,0.0,0.91,0.0,0.0,False
8389622,1626.0,2.0,77.0,3.0,0.12,4.61,345672.27,2.01,28.0,69.0,False
8520715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
525327,424.0,3.0,16.0,3.0,0.48,2.83,99.72,3.33,4.0,37.0,False
525329,778.0,4.0,32.0,5.0,0.25,259.82,1544145.33,3.33,244.0,36.0,False
8651801,1929.0,3.0,79.0,3.0,0.12,5.25,86922.4,1.66,14.0,69.0,False
656410,2307.5,2.5,103.5,4.0,0.32,10.96,652059.09,3.05,53.0,138.0,False
8641785,2180.0,2.0,171.0,4.0,0.19,4.08,943.59,1.67,8.0,28.0,False
8520738,1422.0,2.0,154.0,2.0,0.36,4.64,4841.61,1.79,33.0,9.0,False
787498,44.0,1.0,1.0,0.0,0.78,1.73,203.53,2.15,3.0,23.0,False
787502,1261.5,3.0,36.0,4.0,0.21,1.57,0.0,0.57,0.0,0.0,False
8567589,2416.0,3.0,132.0,7.0,0.05,1.49,1269.25,1.76,2.0,44.0,False
8651835,772.0,2.0,20.0,2.0,0.12,1.87,13991.79,1.66,6.0,8.0,False
787517,1138.5,4.0,23.5,3.5,0.23,2.13,3155.28,2.15,4.5,8.0,False
787518,315.5,1.0,25.5,1.5,0.27,13.71,19999.74,2.15,18.5,18.0,False
8651839,941.5,2.0,52.5,1.0,0.11,1.49,0.0,1.66,2.0,12.0,False
787524,298.5,1.0,6.5,1.0,0.13,1.65,0.0,2.15,0.5,3.0,False
8651845,2042.0,6.0,63.0,5.0,0.16,4.99,54099.85,1.66,21.0,52.0,False
787526,611.0,1.0,7.5,1.0,0.1,1.57,0.0,2.15,0.0,10.0,False
787528,471.0,1.0,13.0,0.0,0.42,7.75,6301.07,2.15,16.0,7.0,False
787529,1106.0,3.0,149.0,3.0,0.07,1.57,0.0,0.57,0.0,0.0,False
8389708,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.54,0.0,0.0,False
8651866,1100.0,2.5,27.5,2.5,1.39,3.16,113913.76,1.66,23.0,37.0,False
8651867,468.0,2.0,23.0,2.0,0.42,1.61,739.59,1.66,4.0,16.0,False
8651868,3271.0,3.0,139.0,4.0,0.37,2.87,309796.82,1.66,15.0,57.0,False
8651869,3091.0,3.0,236.0,4.0,0.24,1.33,0.0,1.66,0.0,40.0,False
656506,818.0,3.0,34.0,5.0,0.22,2.67,15256.28,3.05,6.0,56.0,False
8389776,7700.5,2.0,117.5,2.0,0.09,3.88,29722.41,2.01,14.0,59.0,False
656552,8976.0,5.0,241.0,7.0,0.21,6.76,219602.37,3.05,41.0,156.0,True
8520875,418.0,4.5,13.5,3.0,0.2,2.54,82527.85,1.79,17.0,24.0,False
8389807,1484.0,12.0,29.0,7.0,0.11,1.67,0.0,2.01,1.0,48.0,False
8519880,796.0,3.0,27.5,3.0,0.28,1.77,16501.35,1.79,8.5,52.0,False
8520883,3255.0,4.0,127.0,5.0,0.14,3.54,51611.46,1.79,24.0,70.0,False
8651957,7347.0,3.0,333.0,8.0,0.09,262.31,12759307.18,1.66,188.0,98.0,False
787641,2062.0,3.0,72.0,4.0,0.23,3.66,59909.13,2.15,24.0,77.0,False
8651964,2948.5,4.0,138.5,4.5,0.2,5.23,43201.52,1.06,22.5,24.0,False
721098,2417.5,2.0,100.5,3.0,0.89,2.9,69352.52,2.43,11.5,60.0,False
8651971,371.0,3.0,16.0,2.0,0.12,1.79,1.25,1.66,6.0,1.0,False
525509,996.0,3.5,50.0,4.5,0.22,5.63,125019.29,3.33,16.0,86.5,False
656590,241.0,2.0,10.0,1.5,0.13,2.52,962.57,3.05,3.0,34.0,False
8641791,3466.0,4.0,122.0,4.0,0.21,5.71,110738.43,1.67,30.0,50.0,False
8389843,1527.5,3.5,43.5,4.0,0.18,1.71,506227.39,2.01,2.0,42.0,False
8650959,55.0,0.5,3.0,0.0,1.0,1.33,0.0,0.47,0.0,1.0,False
525540,6089.5,3.5,233.0,4.0,0.32,5.63,464192.58,3.33,16.0,156.0,False
8629116,351.0,2.0,14.0,2.0,0.1,1.27,0.0,1.67,0.0,24.0,False
8520942,489.5,2.0,26.0,1.5,0.06,3.76,118660.6,1.79,15.5,9.0,False
787697,266.0,3.0,17.0,3.0,0.04,2.73,6986.77,2.15,5.0,17.0,False
8520948,239.0,1.0,35.0,1.0,0.05,5.47,126253.0,1.79,28.0,9.0,False
8520950,655.0,3.5,25.0,4.0,0.2,3.2,13734.74,1.79,18.5,46.0,False
787709,487.0,1.0,16.0,1.0,0.22,4.21,761337.13,2.15,26.0,95.0,False
808493,322.0,2.0,20.0,2.0,0.08,1.58,0.0,0.57,0.0,0.0,False
787734,311.0,2.0,20.0,3.0,0.26,4.15,57497.11,2.15,13.0,21.0,False
8652060,6777.0,6.0,194.0,6.0,0.23,8.03,644508.74,1.66,41.0,24.0,False
8520990,967.0,3.0,40.0,3.0,0.04,1.58,1353.12,1.79,3.0,27.0,False
8520994,1222.0,4.0,45.0,5.0,0.16,2.03,21584.15,1.79,14.0,62.0,False
8607281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
8652074,5188.0,2.5,175.0,3.5,0.79,57.1,9668600.75,1.66,514.0,174.0,False
656684,1508.0,1.5,106.5,5.0,0.59,36.49,86696.56,3.05,187.0,50.0,False
525614,1439.0,5.0,54.0,3.0,0.23,2.89,963.81,3.33,4.0,48.0,False
8652081,2139.5,6.0,52.5,5.0,0.24,2.15,18283.72,1.66,12.5,51.5,False
8389939,5227.0,2.0,311.0,5.0,0.07,2.51,71018.24,2.01,15.0,79.0,False
525625,1901.0,2.0,170.0,4.0,0.13,3.15,17631.29,3.33,4.0,37.0,False
8521025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
787782,782.0,4.0,21.0,2.0,0.04,1.57,0.0,0.57,0.0,0.0,True
525639,0.0,0.0,0.0,0.0,0.0,2.59,0.0,0.91,0.0,0.0,False
8389964,740.0,6.0,22.0,3.0,0.12,4.01,22998.24,2.01,7.0,28.0,False
525645,5718.0,4.0,280.0,7.0,0.12,28.56,708136.81,3.33,186.0,115.0,False
8521039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
525648,482.0,3.0,32.0,6.0,0.24,2.73,98.79,3.33,2.0,37.0,False
787793,1824.0,4.0,74.0,7.0,0.19,16.2,13629.98,2.15,33.0,40.0,False
525650,1524.0,4.0,53.0,5.0,0.22,3.23,10764.13,3.33,8.5,57.5,False
656727,153.5,3.0,3.5,3.0,0.15,2.44,178.69,3.05,1.0,14.0,False
8672826,4163.0,6.0,100.0,6.0,0.16,1.33,0.0,0.47,0.0,0.0,False
787814,2494.0,4.0,128.0,6.0,0.17,5.87,285847.82,2.15,50.0,111.0,True
8389999,247.0,3.0,12.0,1.0,0.15,1.64,0.0,2.01,0.0,2.0,False
8521076,1097.0,3.0,76.0,5.0,0.24,1.3,0.0,0.49,0.0,0.0,False
8521080,1097.0,3.0,83.0,5.0,0.1,1.7,10765.82,1.79,6.0,19.0,False
8521081,11502.0,6.0,212.0,8.0,0.34,3.58,1218553.77,1.79,27.0,180.0,False
8521092,721.5,2.0,49.5,3.0,0.33,1.7,10765.82,1.79,6.0,19.0,False
8521096,1074.0,3.0,47.0,5.0,0.23,1.7,10765.82,1.79,6.0,19.0,False
8652174,753.0,3.0,37.0,4.0,0.12,1.35,0.0,1.06,0.5,15.0,False
8652184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
8521115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
525728,303.0,2.0,22.0,3.0,0.21,2.59,0.0,3.33,0.0,27.0,False
437147,544.0,3.0,23.0,4.0,0.29,2.63,11779.06,3.33,1.0,40.0,False
8390052,640.5,2.0,18.0,2.0,0.52,1.87,43639.83,2.01,4.0,17.5,False
525734,2629.0,3.0,120.0,6.0,0.71,2.72,2603.79,3.33,4.0,108.0,False
8521128,712.0,3.0,25.0,2.0,0.31,3.59,20501.72,1.79,8.0,13.0,False
742983,1321.0,2.0,74.0,2.5,0.16,4.19,1836779.09,2.35,25.0,89.0,False
525745,1122.0,4.0,27.0,5.0,0.34,3.15,3574.4,3.33,9.0,52.0,False
8521145,4988.5,5.5,94.0,6.5,0.36,1.9,32080.97,1.79,13.0,59.0,False
8390076,1144.0,2.0,67.0,3.0,0.22,1.86,1091.9,2.01,4.0,41.0,False
8521150,386.0,3.0,13.0,3.0,0.05,2.67,222543.68,1.79,10.0,7.0,False
677451,11159.0,7.0,401.0,6.0,0.17,4.66,545144.73,2.75,21.0,180.0,False
525764,1648.0,6.0,41.0,5.0,0.19,4.22,2795.5,3.33,4.0,55.0,False
8390092,3279.0,6.0,17.5,3.5,0.1,5.04,27092.84,2.01,15.5,15.5,False
8521167,1684.0,4.0,44.0,4.0,0.13,1.37,82.0,1.79,2.0,25.0,False
8607311,2028.0,3.0,130.0,4.0,0.09,8.43,559756.05,1.69,36.0,39.0,False
677457,710.0,2.0,33.0,3.0,0.16,3.83,275796.99,2.75,14.0,21.5,False
8390120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
8476242,5978.0,3.0,253.0,8.0,0.1,3.53,211522.91,1.83,21.0,86.0,False
8541779,4623.0,2.0,432.0,2.0,0.05,2.18,2506.81,1.77,5.0,6.0,False
8652276,2780.0,5.0,35.0,5.0,0.19,15.3,2371638.63,1.66,180.0,144.0,False
787959,3282.0,4.0,109.0,3.0,0.09,1.84,692.35,2.15,1.0,5.0,False
787960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
787961,3504.0,5.0,94.0,5.0,0.3,3.62,69336.12,2.15,26.0,55.0,False
656892,124.5,3.0,10.0,1.5,0.11,5.46,4716.99,3.05,5.0,3.0,False
8652285,583.0,1.0,26.0,0.5,0.13,1.65,71474.06,1.66,6.0,25.0,False
787966,203.5,1.0,21.5,1.0,0.24,3.87,29385.62,2.15,31.5,23.0,False
