attach_id,hour,mozilla_reviewer,reviewer_exp,month,weekday,monthday,review_period,crash_inducing
8651675,9,True,43,08,1,24,0.0,False
462670,14,False,202,08,3,4,0.4,False
525223,11,True,404,04,2,12,0.5,False
656296,18,True,142,08,3,29,0.7,False
8651698,20,False,1755,08,1,24,0.4,False
8541683,10,False,42,12,5,26,0.0,False
656319,3,False,3014,08,3,29,0.0,False
656320,6,False,116,08,3,29,0.1,False
525252,0,False,454,04,6,23,11.0,False
525256,3,False,118,04,0,17,0.0,False
525257,9,False,63,04,2,12,0.3,False
525270,5,True,273,04,4,14,2.1,False
787419,1,True,310,08,5,9,0.6,False
480762,22,False,169,10,4,7,3.0,False
787422,1,True,311,08,5,9,0.6,False
656353,6,False,966,08,3,29,0.0,False
8651749,17,True,473,08,1,24,0.2,False
8651757,13,False,417,08,1,24,0.0,False
808445,11,False,2356,09,1,23,0.2,False
525298,4,True,327,04,2,12,0.0,False
8389622,4,True,48,03,3,12,0.0,False
8520715,17,False,3824,11,2,11,0.0,False
525327,7,False,160,05,3,11,29.0,False
525329,8,False,76,04,2,12,0.0,False
8651801,15,False,454,08,1,24,0.0,False
656410,14,False,2004,09,5,7,9.1,False
8520738,10,False,391,11,3,19,7.7,False
8520746,1,True,815,11,3,12,0.3,False
787502,15,True,1209,08,4,8,0.1,False
8651835,2,True,281,08,2,25,0.4,False
787517,15,False,115,08,4,8,0.0,False
787518,15,False,116,08,4,8,0.0,False
8651839,2,True,282,08,2,25,0.4,False
787524,15,False,117,08,4,8,0.1,False
8651845,8,True,1719,08,2,25,0.6,False
787526,15,False,118,08,4,8,0.1,False
787528,16,False,119,08,4,8,0.1,False
787529,16,False,120,08,4,8,0.1,False
8389708,9,False,119,03,3,12,0.0,False
8651866,19,True,738,08,1,24,0.1,False
8651867,21,True,739,08,1,24,0.2,False
8651868,21,True,740,08,1,24,0.2,False
8651869,17,False,1527,08,1,24,0.0,False
656506,0,False,3017,08,4,30,0.3,False
8389776,15,True,322,03,4,13,1.1,False
656552,16,False,1321,08,4,30,0.9,True
8520875,21,False,1174,11,2,11,0.0,False
8389807,1,False,595,03,3,26,13.5,False
8519880,16,True,925,11,1,10,0.2,False
8520883,16,False,479,11,3,12,0.2,False
8651957,7,False,538,08,2,25,0.4,False
787641,20,False,3656,08,4,8,0.1,False
8651964,9,True,30,08,2,25,0.5,False
458954,7,False,12,07,3,21,0.0,False
8651971,21,False,569,08,1,24,0.0,False
525509,21,True,585,04,2,12,0.0,False
656590,21,False,495,08,3,29,0.0,False
8389843,15,False,4,03,3,12,0.0,False
8650959,17,True,1591,08,5,21,0.3,False
525540,19,False,841,04,4,14,1.8,False
8629116,22,True,37,07,4,2,0.0,False
8520942,19,False,1045,11,0,16,4.9,False
787697,18,True,1057,08,2,13,5.0,False
8520948,19,False,1046,11,0,16,4.9,False
8520950,23,False,5622,11,2,11,0.0,False
787709,20,False,304,08,4,8,0.1,False
808493,14,True,1105,09,2,24,1.2,False
787734,19,True,597,08,4,8,0.0,False
8652060,23,False,304,08,1,24,0.0,False
8520990,23,True,1423,11,2,11,0.0,False
8520994,0,False,5623,11,3,12,0.0,False
8652074,17,False,4868,08,2,25,0.7,False
656684,1,False,2007,08,4,30,0.1,False
525614,3,False,457,04,4,14,0.9,False
8652081,3,False,305,08,2,25,0.1,False
8389939,18,True,726,03,3,12,0.0,False
525625,17,False,843,05,4,5,22.4,False
8521025,23,False,1188,11,2,11,0.0,False
787782,21,True,196,08,4,8,0.0,True
525639,7,False,35,04,3,13,0.0,False
8389964,22,False,657,03,3,12,0.2,False
525645,20,False,95,01,2,10,272.5,False
8521039,2,False,514,11,3,12,0.1,False
525648,5,False,845,04,5,15,1.8,False
787793,8,True,86,08,5,9,0.4,False
525650,23,True,586,04,3,13,0.6,False
656727,19,False,119,08,4,30,0.7,False
8672826,2,False,1778,10,2,13,0.1,False
787814,23,True,1081,08,4,8,0.0,True
8389999,21,True,91,03,3,12,0.1,False
8521076,2,False,557,11,3,12,0.0,False
8521080,2,False,558,11,3,12,0.0,False
8521092,2,False,559,11,3,12,0.0,False
8521096,2,False,560,11,3,12,0.0,False
8652174,17,False,110,08,2,25,0.4,False
8652184,19,True,82,08,2,25,0.5,False
8521115,7,True,146,11,3,12,0.2,False
525728,23,False,619,04,5,15,2.2,False
437147,2,False,21,04,2,6,0.2,False
8390052,21,True,92,03,3,12,0.0,False
525734,22,False,458,04,1,25,12.2,False
8521128,12,True,618,11,3,12,0.3,False
8345159,18,False,641,12,2,10,0.5,False
525745,18,False,846,04,4,14,1.0,False
8521145,22,False,1646,11,4,13,1.7,False
8390076,22,False,2916,03,3,12,0.0,False
8521150,5,True,1425,11,3,12,0.0,False
677451,4,False,2299,11,6,3,1.5,False
525764,20,False,505,04,3,13,0.0,False
8390092,22,False,13,03,3,12,0.0,False
8521167,7,False,60,11,3,12,0.1,False
808529,17,True,1293,09,1,23,0.2,False
8390120,12,True,569,03,4,13,0.5,False
8345170,8,True,256,12,1,16,6.1,False
8541779,18,True,1322,12,6,27,0.9,False
8652276,16,False,2025,08,1,31,6.2,False
787959,5,False,508,08,5,9,0.0,False
787960,9,False,4177,08,5,9,0.1,False
787961,9,False,4178,08,5,9,0.1,False
656892,15,True,253,08,4,30,0.0,False
8652285,2,True,2011,08,3,26,0.4,False
787966,7,False,404,08,5,9,0.1,False
8652287,13,True,2013,08,4,27,1.8,False
8390187,6,True,52,03,4,13,0.2,False
656941,18,False,271,09,2,4,5.0,False
8521266,14,True,1804,11,3,12,0.2,False
788023,8,True,56,08,5,9,0.0,False
788025,8,True,57,08,5,9,0.0,False
788026,8,True,58,08,5,9,0.0,False
656962,18,True,13,08,4,30,0.0,False
8652356,15,False,1298,08,2,25,0.0,False
8390214,20,True,512,03,6,15,2.8,False
8652362,18,True,453,08,2,25,0.1,False
788044,4,False,509,08,4,15,5.8,False
8652365,14,True,1722,08,5,28,3.0,False
8652366,19,True,434,08,2,25,0.2,False
8652367,15,False,432,08,2,25,0.0,False
656976,19,False,111,08,4,30,0.0,False
788055,16,False,773,08,5,9,0.3,False
8652382,15,True,1376,08,2,25,0.0,False
788064,18,True,510,08,5,9,0.3,False
788066,18,True,218,08,5,9,0.3,False
525929,10,False,64,04,4,28,14.2,False
657002,20,False,200,08,4,30,0.0,False
788108,19,True,462,08,5,9,0.3,False
525965,15,False,507,07,3,27,104.3,False
8652433,18,False,1300,08,3,26,1.0,False
8521362,0,True,446,11,1,17,4.5,False
8390293,19,False,2917,03,0,16,3.6,False
8390295,19,False,2918,03,0,16,3.6,False
8390296,20,False,2919,03,0,16,3.6,False
8390298,20,False,2920,03,0,16,3.7,False
8390299,21,False,2921,03,0,16,3.7,False
8390300,20,False,2922,03,0,16,3.7,False
8390312,7,False,4370,03,4,13,0.1,False
525993,13,False,96,04,1,18,3.9,False
525997,13,False,97,04,1,18,3.9,False
525998,13,False,98,04,1,18,3.9,False
8519965,9,True,139,11,3,12,1.7,False
8521399,3,True,141,11,4,13,0.5,False
8521401,3,True,142,11,4,13,0.5,False
8521402,3,True,143,11,4,13,0.5,False
526011,21,False,310,04,5,15,1.2,False
526012,16,False,116,04,4,14,0.0,False
8476278,21,False,1076,08,3,20,0.0,False
657095,1,False,843,08,5,31,0.0,False
8652489,19,False,418,08,2,25,0.0,False
8521419,0,True,147,11,6,15,2.4,False
657106,1,False,1147,08,5,31,0.0,False
502734,8,False,1109,01,2,11,0.1,True
8652504,19,True,334,08,2,25,0.0,False
788187,21,False,968,08,5,9,0.3,False
526049,18,False,412,06,4,2,49.0,False
8390373,15,False,77,03,1,17,4.3,False
8390374,9,True,504,03,4,13,0.0,False
788204,15,True,310,08,4,15,6.0,False
8521454,15,False,15,11,3,12,0.0,False
8521455,20,False,1650,11,3,12,0.2,False
526066,17,False,122,04,1,18,3.9,False
788213,13,False,772,08,1,12,2.9,False
788214,2,True,153,08,1,12,2.4,False
8652536,20,False,4870,08,2,25,0.0,False
657148,10,False,1327,09,1,3,3.1,False
8521470,17,True,619,11,4,13,1.0,False
8521471,21,True,1805,11,3,12,0.2,False
8652546,21,False,419,08,2,25,0.0,False
8652547,21,False,420,08,2,25,0.0,False
526102,20,False,298,04,4,21,7.0,False
8390427,9,False,160,03,1,17,4.0,False
657180,14,False,78,08,5,31,0.3,False
657183,17,False,960,09,3,26,26.4,False
788259,21,True,1582,08,5,9,0.2,False
526117,8,False,453,05,3,11,26.4,False
788264,18,True,511,08,5,9,0.0,False
8390441,12,True,570,03,4,13,0.0,False
8521516,17,True,1431,11,3,12,0.0,False
8521519,10,True,1215,11,5,14,1.7,False
8371211,3,False,602,02,4,6,0.0,False
526131,20,False,255,04,3,20,5.9,False
8521528,7,False,250,11,4,13,0.5,False
526137,21,False,256,04,3,20,5.9,False
8390459,8,False,159,03,1,24,10.8,False
8375576,17,False,381,02,4,13,0.0,False
8652611,23,True,176,08,2,25,0.1,False
8521540,18,False,576,11,4,13,1.0,False
8672909,5,True,315,10,2,13,0.1,False
8652640,18,False,355,08,3,26,0.8,False
788324,20,True,690,08,5,9,0.0,False
8652654,1,True,335,08,3,26,0.0,False
8652655,1,True,336,08,3,26,0.0,False
8652658,16,False,335,08,3,26,0.6,False
526195,17,True,274,04,3,27,0.0,False
8521593,9,False,392,11,4,13,0.6,False
657274,14,False,19,08,5,31,0.0,False
8652677,2,False,649,08,3,26,0.0,False
526223,17,False,508,06,1,13,59.2,False
657318,21,False,114,10,1,8,34.4,False
437241,8,False,176,04,2,6,0.1,False
8652771,12,False,4876,08,3,26,0.1,False
8390630,20,False,723,03,4,27,14.1,False
8652775,11,False,4877,08,3,26,0.1,False
8652787,18,True,1546,08,5,28,2.3,False
8652798,11,True,1723,08,3,26,0.0,False
8390660,10,False,161,03,1,17,3.7,False
788486,5,False,3663,08,6,10,0.0,False
657415,6,False,393,09,1,3,1.9,False
8390671,20,False,387,03,4,13,0.1,False
788497,17,True,549,08,1,12,0.4,False
788513,12,False,4181,08,6,10,0.0,False
8652837,11,True,59,09,5,4,8.9,False
8521777,7,True,3,11,4,13,0.3,False
8521778,23,True,384,11,3,12,0.0,False
8390707,21,False,1368,03,1,17,0.1,False
657466,13,True,4,09,6,1,0.6,False
657477,19,False,1,09,4,6,5.9,False
526415,23,False,389,04,5,15,0.0,False
788564,18,False,34,08,2,13,3.0,False
788565,23,True,1022,08,4,15,5.1,False
721252,20,False,386,03,3,6,1.2,False
657509,19,True,721,09,2,4,3.8,False
657517,13,False,276,09,3,5,4.5,False
657522,14,False,277,09,6,1,0.5,False
8652920,14,True,1724,08,5,28,1.9,False
8652926,18,False,596,08,3,26,0.1,False
8652927,18,False,597,08,3,26,0.1,False
8410816,7,False,37,04,3,23,0.0,False
8521865,0,True,321,11,4,13,0.0,True
8521869,3,False,5380,11,4,13,0.1,False
526478,16,False,117,04,1,18,2.3,False
8521875,1,False,563,11,4,13,0.0,False
657570,17,False,331,09,1,3,2.1,False
8390832,22,False,401,03,4,13,0.0,False
788664,21,False,1317,08,2,13,2.5,False
526523,22,False,7,04,6,16,0.0,False
8521929,10,False,674,11,4,13,0.3,False
788682,21,False,507,08,1,12,1.4,True
788683,0,False,64,08,1,19,7.6,False
8521935,5,False,145,11,4,13,0.1,False
8521936,11,False,3836,11,4,13,0.4,False
788706,0,False,1011,08,2,13,1.3,False
788707,19,True,1087,08,0,11,0.1,False
8520060,16,False,387,11,0,16,5.9,False
8653035,20,True,743,08,3,26,0.0,False
8390892,15,True,323,03,5,14,0.7,False
8390899,18,True,867,03,5,14,0.8,False
8653051,20,False,602,08,3,26,0.0,False
657671,6,True,334,09,4,6,3.7,False
8563761,22,False,4143,02,5,13,0.9,False
8390953,18,False,2923,03,5,14,0.7,False
8390955,11,True,53,03,6,15,1.4,False
788782,5,True,46,08,1,12,0.0,False
788788,22,False,539,08,2,13,1.7,False
788789,14,False,511,08,2,13,0.5,False
526652,3,False,3,04,1,18,0.0,False
526653,12,True,383,04,1,18,0.3,False
526654,11,False,124,04,1,18,0.3,False
8391003,23,False,1667,03,4,20,6.8,False
8391009,20,True,325,03,5,14,0.7,False
8653158,4,True,217,08,4,27,0.2,False
8391015,5,True,5,03,5,14,0.0,False
8522089,9,True,1218,11,4,13,0.0,False
8653164,19,True,1547,08,4,27,0.8,True
8653165,19,True,1548,08,4,27,0.8,True
8653168,19,True,1549,08,4,27,0.8,True
612073,2,False,963,04,3,4,0.0,False
526712,19,False,1438,04,1,18,0.3,False
657787,6,True,65,09,1,3,0.0,False
8653186,23,True,1379,08,3,26,0.0,False
788881,7,False,4186,08,2,13,0.9,False
657812,0,True,89,09,3,5,1.6,False
657817,19,False,1150,09,2,4,1.3,False
8391069,10,False,368,03,5,14,0.1,False
8653215,18,True,3126,08,4,27,0.8,False
8345330,0,True,1184,12,5,13,2.3,False
8653231,13,False,499,08,5,28,1.5,False
8391088,9,True,9,03,5,14,0.0,False
526769,17,False,94,04,2,19,1.0,False
8522163,11,True,25,11,4,13,0.0,False
721310,18,True,407,03,2,5,0.0,False
788919,11,True,471,08,2,13,0.9,False
8653240,12,True,480,08,4,27,0.4,False
657851,0,False,848,09,2,11,7.4,True
8391100,12,False,429,03,5,14,0.1,False
8391101,17,True,213,03,5,14,0.3,False
8345333,1,True,1186,12,5,13,0.0,False
8391109,15,False,4376,03,5,14,0.2,False
8391113,15,True,1501,03,5,14,0.2,False
8391118,10,True,693,03,5,14,0.0,False
8522192,3,False,1179,11,3,19,5.6,False
657876,16,False,499,09,3,5,2.0,False
657879,17,False,333,09,1,3,0.0,False
788955,2,True,512,08,2,13,0.5,False
8391135,9,False,725,04,2,8,24.9,False
8522211,14,True,620,11,4,13,0.0,False
788975,17,False,774,08,1,26,14.1,False
8391155,14,False,4377,03,5,14,0.1,False
8653301,6,True,332,08,4,27,0.0,False
8653313,8,True,284,08,4,27,0.0,False
8653319,7,True,333,08,4,27,0.0,False
8653325,8,True,286,08,4,27,0.0,False
657936,23,False,3031,09,1,3,0.0,False
789011,16,True,1210,08,1,12,0.0,False
8653332,14,False,4883,08,4,27,0.2,False
8391189,11,True,303,03,3,19,4.9,False
526870,21,False,301,04,4,21,2.9,False
789023,0,False,1013,08,2,13,0.3,False
789026,17,False,1320,08,1,12,0.0,False
657956,4,False,219,09,2,4,0.2,False
657957,2,False,395,09,2,4,0.1,False
789039,18,True,219,08,4,15,3.0,False
8653363,23,True,470,09,2,1,5.6,False
8653365,6,False,1850,08,5,28,0.9,False
526903,3,False,138,04,3,20,1.0,False
526904,3,False,139,05,4,12,23.0,False
8391226,10,False,162,03,1,17,2.8,False
526922,3,False,140,05,4,12,23.0,False
526923,6,False,163,04,1,25,6.1,False
526930,15,True,134,04,2,19,0.4,False
526937,3,True,384,04,6,30,9.9,False
8391259,18,True,514,03,5,14,0.0,False
658015,23,False,221,09,0,9,5.7,False
658023,17,False,967,09,2,4,0.4,False
658036,13,False,489,09,2,4,0.1,False
526969,9,False,65,04,2,26,6.8,False
789120,23,True,583,08,1,12,0.1,True
8522371,18,False,1157,11,4,13,0.0,False
8522372,18,False,1158,11,4,13,0.0,False
8522373,18,False,1159,11,4,13,0.0,False
8522374,18,False,1160,11,4,13,0.0,False
8522376,18,False,1161,11,4,13,0.0,False
8522377,18,False,1162,11,4,13,0.0,False
8522382,5,True,444,11,5,14,0.5,False
8653476,20,False,356,08,4,27,0.3,False
436543,20,False,13,04,4,1,0.0,False
8391359,23,True,10,03,5,14,0.2,False
789185,21,False,1321,08,4,15,2.1,False
8522439,20,True,102,11,4,13,0.0,False
459212,4,False,444,08,1,2,11.2,False
8653521,15,False,77,08,4,27,0.0,False
789217,23,False,508,08,1,12,0.0,False
743206,4,False,3260,04,2,30,0.4,False
8391399,6,False,596,03,1,17,2.5,False
8653547,15,True,170,08,4,27,0.0,False
527088,3,False,66,04,3,20,0.3,False
658164,18,False,1332,09,2,4,0.0,False
8653557,15,False,307,08,4,27,0.0,False
658167,21,False,562,09,3,5,1.1,False
789242,21,False,1322,08,4,15,2.9,False
789254,15,False,775,08,2,13,0.7,False
459223,22,False,450,08,1,2,12.0,False
8522508,22,False,146,11,4,13,0.0,False
658189,0,False,217,09,3,5,0.2,False
658192,18,False,563,09,3,5,1.0,False
527124,3,True,174,04,3,20,0.2,False
786905,7,False,125,08,1,19,11.7,False
8653593,13,True,1216,08,5,28,0.8,False
459226,23,False,452,08,1,2,12.0,False
658209,18,False,565,09,3,5,0.9,False
789289,1,True,306,08,2,13,0.0,False
527149,23,False,1449,04,2,19,0.0,False
8653616,18,True,1738,08,4,27,0.0,False
8653619,18,False,2023,08,4,27,0.0,False
8653621,19,True,339,08,4,27,0.0,False
8653634,10,True,47,08,1,31,3.7,False
8653648,17,False,476,08,5,28,1.0,False
8653650,14,True,1726,08,5,28,0.8,False
8522583,20,False,147,11,2,18,4.8,False
789336,21,False,83,08,2,13,0.8,False
789342,3,True,1211,08,2,13,0.0,False
502929,22,False,1116,01,2,11,0.0,False
527210,8,False,399,04,3,20,0.0,False
8522604,2,False,572,11,5,14,0.0,False
8522608,2,True,100,11,5,14,0.0,False
8653684,12,False,871,08,5,28,0.7,False
8522613,6,False,573,11,6,15,1.2,False
8522614,6,False,574,11,6,15,1.2,False
8349425,15,False,238,12,4,19,1.0,False
8522626,2,True,101,11,5,14,0.0,False
8522635,3,True,102,11,5,14,0.0,False
658324,18,True,723,09,3,5,0.7,False
658326,18,True,724,09,3,5,0.7,False
8522647,2,True,337,11,1,17,3.0,False
658334,3,False,247,09,3,5,0.1,False
789412,21,False,31,08,2,13,0.6,False
8522667,22,True,322,11,1,17,3.8,False
527279,16,False,38,04,3,20,0.0,False
527287,22,False,1452,04,1,25,5.2,False
789432,7,False,92,08,2,13,0.0,False
8522687,2,False,782,11,6,15,0.9,False
658369,9,False,112,09,3,5,0.2,False
658376,23,False,3038,09,2,25,16.1,False
8653769,23,False,1189,08,4,27,0.0,False
658378,0,False,153,09,4,13,7.8,False
658379,19,True,439,09,1,10,1.0,False
527328,19,False,165,04,3,20,0.1,False
527333,18,False,39,04,3,20,0.0,False
8653800,17,True,1547,08,5,28,0.7,False
789481,8,False,68,08,5,16,3.0,False
658410,15,False,186,09,4,6,1.3,False
8432807,22,False,379,06,1,2,0.0,False
789486,9,True,15,08,2,13,0.0,False
677715,14,True,1069,11,5,2,0.0,False
8391670,1,True,1503,03,0,16,0.8,False
8653820,16,False,5730,08,5,28,0.7,False
8653821,13,True,3127,08,1,31,3.5,False
789504,23,False,4190,08,2,13,0.5,False
789507,22,False,4193,08,2,13,0.5,False
8391702,13,False,790,03,2,18,3.0,False
8391703,14,False,791,03,2,18,3.0,False
8391704,14,False,792,03,2,18,3.0,False
527386,22,True,246,04,3,20,0.1,False
527390,14,False,87,04,1,25,4.7,False
8653861,4,True,181,08,5,28,0.0,False
8653862,4,True,182,08,5,28,0.0,False
8391729,20,True,577,03,6,15,0.2,False
8391730,18,True,578,03,6,15,0.1,False
8653881,16,False,4888,08,5,28,0.4,False
8653883,16,False,4890,08,5,28,0.4,False
8653884,16,False,4891,08,5,28,0.4,False
658493,22,False,382,09,4,6,1.3,False
8653886,17,False,4893,08,5,28,0.5,False
8653887,17,False,4894,08,5,28,0.5,False
8653893,16,False,4899,08,5,28,0.4,False
8653894,16,False,4900,08,5,28,0.4,False
8653895,16,False,4901,08,5,28,0.4,False
8522827,20,False,1163,11,5,14,0.4,False
8391759,5,False,4381,03,3,19,1.0,False
8522833,19,False,1181,11,1,17,3.4,False
8522837,14,False,382,11,5,14,0.2,False
658522,18,False,502,09,3,5,0.1,False
658526,15,True,311,09,2,11,5.9,False
527457,14,False,198,04,4,21,0.6,False
658532,17,False,504,09,3,5,0.0,False
527481,17,False,851,04,4,21,0.5,False
527482,17,False,852,04,4,21,0.5,False
8391806,4,False,1676,03,0,16,0.0,False
527490,17,False,855,04,4,21,0.5,False
789645,18,False,515,08,2,13,0.1,False
789664,23,True,586,08,6,17,2.6,False
